org_name,breach_date,fcc_form499,reason_classified,date_valid,termination_status,frn,start_date,end_date,end_reason_desc
Intuit Inc.,2014-04-18,0,No Form 499 match found,False,,,,,
Intuit Inc.,2014-04-01,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2014-02-01,0,No Form 499 match found,False,,,,,
Intuit,2015-04-07,0,No Form 499 match found,False,,,,,
Intuit,2015-04-14,0,No Form 499 match found,False,,,,,
Intuit,2015-05-20,0,No Form 499 match found,False,,,,,
Intuit Inc,2015-09-18,0,No Form 499 match found,False,,,,,
Intuit Inc,2015-10-12,0,No Form 499 match found,False,,,,,
Intuit Inc.,2015-12-07,0,No Form 499 match found,False,,,,,
Intuit,2015-12-01,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2015-12-31,0,No Form 499 match found,False,,,,,
Intuit,2015-12-08,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-01-21,0,No Form 499 match found,False,,,,,
Intuit,2016-02-04,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-03-03,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-03-08,0,No Form 499 match found,False,,,,,
Intuit,2016-03-09,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-03-01,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-02-24,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-02-29,0,No Form 499 match found,False,,,,,
Intuit,2016-02-24,0,No Form 499 match found,False,,,,,
Intuit,2016-03-17,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2016-03-07,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-04-14,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-03-22,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2016-03-23,0,No Form 499 match found,False,,,,,
Intuit,2016-04-29,0,No Form 499 match found,False,,,,,
Intuit,2016-04-06,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-05-02,0,No Form 499 match found,False,,,,,
Intuit,2016-05-27,0,No Form 499 match found,False,,,,,
Intuit,2016-05-17,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-04-01,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-06-09,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2016-06-01,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-08-03,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-08-22,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-09-12,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-09-26,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-03-29,0,No Form 499 match found,False,,,,,
Intuit,2016-10-18,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-10-30,0,No Form 499 match found,False,,,,,
Intuit Inc.,2016-10-23,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2016-12-05,0,No Form 499 match found,False,,,,,
Intuit Inc,2016-11-22,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2016-12-13,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-01-12,0,No Form 499 match found,False,,,,,
Intuit,2017-01-27,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2017-02-13,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-01-30,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2017-03-02,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-02-20,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-02-28,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-03-12,0,No Form 499 match found,False,,,,,
Intuit,2017-04-04,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2017-04-02,0,No Form 499 match found,False,,,,,
Intuit Inc,2017-04-17,0,No Form 499 match found,False,,,,,
Intuit Inc,2017-04-30,0,No Form 499 match found,False,,,,,
Intuit,2017-02-28,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-01-01,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-04-19,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2017-06-14,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-06-01,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-08-01,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-08-08,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2017-07-30,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-08-16,0,No Form 499 match found,False,,,,,
Intuit Inc.,2017-08-25,0,No Form 499 match found,False,,,,,
Intuit Inc,2017-09-01,0,No Form 499 match found,False,,,,,
Intuit,2017-10-17,0,No Form 499 match found,False,,,,,
Intuit Inc.,2018-02-06,0,No Form 499 match found,False,,,,,
Intuit Inc.,2018-03-14,0,No Form 499 match found,False,,,,,
Intuit,2018-04-26,0,No Form 499 match found,False,,,,,
Intuit,2018-05-16,0,No Form 499 match found,False,,,,,
Intuit Inc,2018-06-15,0,No Form 499 match found,False,,,,,
Intuit Inc.,2019-02-22,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2019-01-29,0,No Form 499 match found,False,,,,,
Intuit Inc.,2019-01-30,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2019-02-21,0,No Form 499 match found,False,,,,,
"Intuit, Inc.",2019-03-26,0,No Form 499 match found,False,,,,,
Intuit,2019-04-16,0,No Form 499 match found,False,,,,,
Intuit Inc.,2019-04-07,0,No Form 499 match found,False,,,,,
Intuit Inc,2019-09-20,0,No Form 499 match found,False,,,,,
Intuit,2020-03-31,0,No Form 499 match found,False,,,,,
Intuit Inc.,2020-04-12,0,No Form 499 match found,False,,,,,
Intuit Inc,2022-02-06,0,No Form 499 match found,False,,,,,
Intuit Inc.,2022-04-15,0,No Form 499 match found,False,,,,,
Intuit Inc.,2023-01-01,0,No Form 499 match found,False,,,,,
Intuit Inc,2023-06-04,0,No Form 499 match found,False,,,,,
Intuit Inc.,2023-12-01,0,No Form 499 match found,False,,,,,
Intuit Inc.,2024-01-29,0,No Form 499 match found,False,,,,,
Intuit Inc,2024-03-05,0,No Form 499 match found,False,,,,,
Intuit Inc.,2024-12-20,0,No Form 499 match found,False,,,,,
Intuit Inc.,2025-01-21,0,No Form 499 match found,False,,,,,
J&M Brown Company Inc.,2021-05-27,0,No Form 499 match found,False,,,,,
"J.B. Hunt Transport, Inc.",2020-08-17,0,No Form 499 match found,False,,,,,
"J.B. Hunt Transport, Inc.",2020-08-01,0,No Form 499 match found,False,,,,,
"Jet Industries, Inc.",2021-10-16,0,No Form 499 match found,False,,,,,
Johnson Engineering,2023-07-25,0,No Form 499 match found,False,,,,,
"Johnson Matthey, Inc.",2020-01-01,0,No Form 499 match found,False,,,,,
"Johnson Oâ€™Hare Company, Inc.",2022-06-01,0,No Form 499 match found,False,,,,,
"Johnson, Lauder & Savidge, LLP",2018-05-21,0,No Form 499 match found,False,,,,,
KeraLink International,2017-04-06,0,No Form 499 match found,False,,,,,
"King Industries, Inc.",2025-03-12,0,No Form 499 match found,False,,,,,
Lavelle Industries Inc.,2024-03-10,0,No Form 499 match found,False,,,,,
Lawrence Semiconductor Research Laboratory,2024-03-20,0,No Form 499 match found,False,,,,,
"LC Industries, Inc.",2015-06-02,0,No Form 499 match found,False,,,,,
LCS Financial Services,2023-02-24,0,No Form 499 match found,False,,,,,
"Leidos, Inc.",2022-09-30,0,No Form 499 match found,False,,,,,
Lennar Corporation,2023-07-20,0,No Form 499 match found,False,,,,,
"Livingston Street Capital, LLC",2023-05-02,0,No Form 499 match found,False,,,,,
LPL Financial LLC,2018-07-10,0,No Form 499 match found,False,,,,,
"LX/JT Intermediate Holdings, Inc. d/b/a Bevolution Group",2022-12-14,0,No Form 499 match found,False,,,,,
Marathon Petroleum Company LP,2018-11-28,0,No Form 499 match found,False,,,,,
"Mark Dunning Industries, Inc.",2023-11-07,0,No Form 499 match found,False,,,,,
"Marking Services, Inc.",2021-06-01,0,No Form 499 match found,False,,,,,
"Marriott International, Inc.",2020-01-01,0,No Form 499 match found,False,,,,,
"Marsh & McLennan Companies, Inc.",2013-06-01,0,No Form 499 match found,False,,,,,
Martin Showers Smith & McDonald LLP,2025-05-29,0,No Form 499 match found,False,,,,,
MD2 International,2023-06-12,0,No Form 499 match found,False,,,,,
"Mead Johnson & Company, LLC",2020-11-07,0,No Form 499 match found,False,,,,,
Mediacom Communications Corporation,2022-07-18,0,No Form 499 match found,False,,,,,
Mediant Communications Inc.,2019-04-01,0,No Form 499 match found,False,,,,,
"Medical Healthcare Solutions, Inc.",2021-10-01,0,No Form 499 match found,False,,,,,
Merlin Information Services,2011-03-22,0,No Form 499 match found,False,,,,,
Merlin Information Services,2010-09-16,0,No Form 499 match found,False,,,,,
MGM Resorts International,2023-09-08,0,No Form 499 match found,False,,,,,
MGM Resorts International,2019-07-07,0,No Form 499 match found,False,,,,,
Microsoft Corporation,2017-07-05,0,No Form 499 match found,False,,,,,
Microsoft Corporation,2022-03-01,0,No Form 499 match found,False,,,,,
Microsoft Corporation,2022-09-24,0,No Form 499 match found,False,,,,,
Microsoft Corporation,2019-12-05,0,No Form 499 match found,False,,,,,
MNP Corporation,2016-03-06,0,No Form 499 match found,False,,,,,
"Morgan Brown & Joy, LLP",2021-04-12,0,No Form 499 match found,False,,,,,
"Morgan Industrial, Inc.",2022-10-22,0,No Form 499 match found,False,,,,,
"Morgan Industrial, Inc. dba Omega Morgan",2022-10-23,0,No Form 499 match found,False,,,,,
"Morgan Truck Body, LLC",2021-07-16,0,No Form 499 match found,False,,,,,
Motorola Mobility Inc.,2012-02-07,0,No Form 499 match found,False,,,,,
"Motorola Mobility, Inc.",2011-03-01,0,No Form 499 match found,False,,,,,
"Motorola, Inc.",2009-02-17,0,No Form 499 match found,False,,,,,
"Motorola, Inc.",2009-01-01,0,No Form 499 match found,False,,,,,
MSX International Inc.,2023-02-02,0,No Form 499 match found,False,,,,,
MSX International Inc.,2023-02-06,0,No Form 499 match found,False,,,,,
"MW Industries, Inc.",2020-10-02,0,No Form 499 match found,False,,,,,
"National Presto Industries, Inc.",2025-03-01,0,No Form 499 match found,False,,,,,
NBC Sports Group,2012-08-24,0,No Form 499 match found,False,,,,,
NBC Sports Group,2013-08-24,0,No Form 499 match found,False,,,,,
NBC Sports Group,2013-10-15,0,No Form 499 match found,False,,,,,
NBCUniversal,2022-01-04,1,Current Form 499 filer; no end_date,True,current,20940540.0,1997-01-01,,
NCH Corporation,2016-01-01,0,No Form 499 match found,False,,,,,
NCH Corporation,2018-11-30,0,No Form 499 match found,False,,,,,
NCH Corporation,2021-03-02,0,No Form 499 match found,False,,,,,
"NCO Financial Systems, Inc.",2014-03-29,0,No Form 499 match found,False,,,,,
"Newcourse Communications, Inc.",2022-04-27,0,No Form 499 match found,False,,,,,
"Newcourse Communications, Inc.",2022-04-01,0,No Form 499 match found,False,,,,,
"NextGen Healthcare, Inc.",2023-03-29,0,No Form 499 match found,False,,,,,
Nokia Inc.,2013-07-22,0,No Form 499 match found,False,,,,,
"Nokia Networks and Solutions US, LLC",2017-04-01,0,No Form 499 match found,False,,,,,
"Nokia Networks and Solutions US, LLC",2017-05-17,0,No Form 499 match found,False,,,,,
Northrop Grumman Systems Corporation,2016-04-18,0,No Form 499 match found,False,,,,,
NSi Industries LLC,2023-10-11,0,No Form 499 match found,False,,,,,
Nuance Communications Inc,2023-05-28,0,No Form 499 match found,False,,,,,
"Nuance Communications, Inc.",2023-05-28,0,No Form 499 match found,False,,,,,
"Nuance Communications, Inc.",2014-12-10,0,No Form 499 match found,False,,,,,
Nucor Corporation,2025-05-03,0,No Form 499 match found,False,,,,,
Nucor Corporation,2023-05-26,0,No Form 499 match found,False,,,,,
"NVR Settlement Services of Maryland, Inc.",2021-06-25,0,No Form 499 match found,False,,,,,
"Oceaneering International, Inc.",2024-01-01,0,No Form 499 match found,False,,,,,
Okta Inc,2023-11-02,0,No Form 499 match found,False,,,,,
"Okta, Inc",2023-09-23,0,No Form 499 match found,False,,,,,
"Okta, Inc.",2023-09-23,0,No Form 499 match found,False,,,,,
"Okta, Inc.",2023-11-07,0,No Form 499 match found,False,,,,,
"On Q Financial, LLC",2024-02-20,0,No Form 499 match found,False,,,,,
"oneZero Financial Systems, LLC",2024-02-29,0,No Form 499 match found,False,,,,,
Oracle Corporation,2013-07-10,0,No Form 499 match found,False,,,,,
"Oracle USA, Inc.",2007-11-28,0,No Form 499 match found,False,,,,,
"Oracle USA, Inc.",2007-12-03,0,No Form 499 match found,False,,,,,
"Orbus Visual Communications, LLC",2023-10-30,0,No Form 499 match found,False,,,,,
PACCAR,2018-01-22,0,No Form 499 match found,False,,,,,
Pallet Logistics of America,2024-07-25,0,No Form 499 match found,False,,,,,
Paramount,2023-01-01,0,No Form 499 match found,False,,,,,
Paramount Global,2023-08-10,0,No Form 499 match found,False,,,,,
Parker-Hannifin Corporation,2022-03-11,0,No Form 499 match found,False,,,,,
"Paycom Payroll, LLC",2023-05-28,0,No Form 499 match found,False,,,,,
PayPal Inc.,2019-08-08,0,No Form 499 match found,False,,,,,
"PayPal, Inc.",2022-12-06,0,No Form 499 match found,False,,,,,
Paysafe Group Holdings Limited,2020-11-06,0,No Form 499 match found,False,,,,,
"Pendrick Capital Partner Holdings, LLC",2021-04-12,0,No Form 499 match found,False,,,,,
"PepsiCo, Inc.",2021-02-24,0,No Form 499 match found,False,,,,,
"Perry Johnson & Associates, Inc.",2023-03-27,0,No Form 499 match found,False,,,,,
"Perry Johnson, Inc.",2023-03-01,0,No Form 499 match found,False,,,,,
Pfizer Inc,2006-12-01,0,No Form 499 match found,False,,,,,
PNC,2014-12-10,0,Terminating reason and breach 2014-12-10 >= end_date 2009-04-01; service ceased,False,terminating,13929401.0,2004-01-01,2009-04-01,"This company still exists, however it is no longer providing telecommunications services."
Polaris Industries Inc.,2013-05-08,0,No Form 499 match found,False,,,,,
Prime Communications,2019-12-11,0,Indeterminate reason and breach after end_date; conservative classification as untreated,False,indeterminate,7706013.0,1997-01-01,2003-04-05,This account was inactive for an extended period and closed because the administrator could not contact the filer.
"Professional Compounding Centers of America, Inc.",2023-12-02,0,No Form 499 match found,False,,,,,
Professional Golfers' Association of America,2018-12-07,0,No Form 499 match found,False,,,,,
PULAU Corporation,2020-06-11,0,No Form 499 match found,False,,,,,
"Regeneron Pharmaceuticals, Inc.",2010-06-18,0,No Form 499 match found,False,,,,,
Republic Services,2013-08-11,0,No Form 499 match found,False,,,,,
Republic Services,2013-08-26,0,No Form 499 match found,False,,,,,
Republic Services,2013-08-10,0,No Form 499 match found,False,,,,,
"Republic Services, Inc",2019-02-02,0,No Form 499 match found,False,,,,,
"Republic Services, Inc.",2022-04-09,0,No Form 499 match found,False,,,,,
"Republic Services, Inc.",2021-09-20,0,No Form 499 match found,False,,,,,
"Republic Services, Inc.",2019-02-01,0,No Form 499 match found,False,,,,,
"Robinson Waters & O'Dorisio, P.C.",2023-12-06,0,No Form 499 match found,False,,,,,
"Rochester Industries Placement, Inc.",2019-10-16,0,No Form 499 match found,False,,,,,
Roku Inc,2023-12-28,0,No Form 499 match found,False,,,,,
Roku Inc.,2023-12-01,0,No Form 499 match found,False,,,,,
"Roku, Inc.",2024-02-29,0,No Form 499 match found,False,,,,,
"Roku, Inc.",2023-12-28,0,No Form 499 match found,False,,,,,
"S&G Financial, LLC",2023-04-27,0,No Form 499 match found,False,,,,,
SAE International,2023-06-06,0,No Form 499 match found,False,,,,,
salesforce.com,2008-02-07,0,No Form 499 match found,False,,,,,
Salesforce.com,2008-02-07,0,No Form 499 match found,False,,,,,
SCM Group,2024-11-07,0,No Form 499 match found,False,,,,,
Seagate Technology LLC,2017-07-08,0,No Form 499 match found,False,,,,,
Seagate US LLC,2016-02-29,0,No Form 499 match found,False,,,,,
Seagate US LLC,2016-03-14,0,No Form 499 match found,False,,,,,
"Seim Johnson, LLP",2015-12-11,0,No Form 499 match found,False,,,,,
ServiceNow Inc.,2024-05-14,0,No Form 499 match found,False,,,,,
Shawmut Communications Group,2021-10-26,0,No Form 499 match found,False,,,,,
Sierra Pacific Industries,2022-06-10,0,No Form 499 match found,False,,,,,
Sierra Pacific Industries,2022-06-11,0,No Form 499 match found,False,,,,,
"Sinclair Broadcast Group, Inc",2021-06-23,0,No Form 499 match found,False,,,,,
"Sinclair Broadcast Group, Inc.",2021-06-23,0,No Form 499 match found,False,,,,,
"Sinclair Broadcast Group, Inc.",2021-12-16,0,No Form 499 match found,False,,,,,
"Sinclair Broadcast Group, Inc.",2020-05-01,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc,2016-12-04,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc,2016-10-31,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc,2016-09-26,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2016-10-31,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2016-08-20,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2016-02-01,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2016-04-05,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2016-11-15,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2012-03-19,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2017-08-06,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2017-09-18,0,No Form 499 match found,False,,,,,
Sirius XM Radio Inc.,2017-01-06,0,No Form 499 match found,False,,,,,
"Sirius XM Radio, Inc.",2016-10-04,0,No Form 499 match found,False,,,,,
"Sirius XM Radio, Inc.",2017-01-25,0,No Form 499 match found,False,,,,,
"Sirius XM Radio, Inc.",2016-12-19,0,No Form 499 match found,False,,,,,
Sirius XM Satellite Radio,2012-04-12,0,No Form 499 match found,False,,,,,
Snap Inc.,2022-03-01,0,No Form 499 match found,False,,,,,
Snap-on Incorporated,2022-03-01,0,No Form 499 match found,False,,,,,
Snap-on Incorporated,2022-03-03,0,No Form 499 match found,False,,,,,
"Snap-on, Inc.",2022-03-01,0,No Form 499 match found,False,,,,,
Snowflake Inc.,2024-03-01,0,No Form 499 match found,False,,,,,
Snowflake Inc.,2024-04-14,0,No Form 499 match found,False,,,,,
Sony Card Marketing & Services Company,2009-05-13,0,No Form 499 match found,False,,,,,
Sony Corporation of America,2009-06-02,0,No Form 499 match found,False,,,,,
Sony Electronics Inc.,2010-05-01,0,No Form 499 match found,False,,,,,
Sony Interactive Entertainment,2023-05-28,0,No Form 499 match found,False,,,,,
Sony Interactive Entertainment,2023-10-03,0,No Form 499 match found,False,,,,,
Sony Interactive Entertainment LLC,2023-05-28,0,No Form 499 match found,False,,,,,
"Sony Interactive Entertainment, LLC",2023-05-28,0,No Form 499 match found,False,,,,,
Sony Network Entertainment America Inc.,2011-04-01,0,No Form 499 match found,False,,,,,
Sony Online Entertainment,2011-05-05,0,No Form 499 match found,False,,,,,
Sony Online Entertainment,2011-04-17,0,No Form 499 match found,False,,,,,
Sony Online Entertainment LLC,2011-04-16,0,No Form 499 match found,False,,,,,
Sony Pictures,2014-11-01,0,No Form 499 match found,False,,,,,
Sony Pictures Entertainment Inc,2014-11-24,0,No Form 499 match found,False,,,,,
Sony Pictures Entertainment Inc.,2014-11-01,0,No Form 499 match found,False,,,,,
"Sony Pictures Entertainment, Inc.",2011-06-02,0,No Form 499 match found,False,,,,,
"Sony Pictures Entertainment, Inc.",2014-11-24,0,No Form 499 match found,False,,,,,
Sorenson Communications,2014-02-20,0,No Form 499 match found,False,,,,,
SOS International,2016-09-13,0,No Form 499 match found,False,,,,,
Southwest Airlines Co.,2018-03-01,0,No Form 499 match found,False,,,,,
Southwest Airlines Co.,2017-10-01,0,No Form 499 match found,False,,,,,
Southwest Binding & Laminating,2024-02-01,0,No Form 499 match found,False,,,,,
"SP Industries, Inc.",2018-02-01,0,No Form 499 match found,False,,,,,
Spotify USA Inc.,2020-04-09,0,No Form 499 match found,False,,,,,
Sprint,2019-06-02,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint,2019-06-08,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint,2017-05-07,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint,2019-06-22,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint,2020-04-02,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint,2020-04-15,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Business,2019-06-08,0,No Form 499 match found,False,,,,,
Sprint Corporation,2019-03-14,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Corporation,2017-05-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Corporation,2015-08-17,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Corporation,2018-03-02,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Corporation,2019-08-13,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Corporation,2019-05-09,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Sprint Nextel,2012-08-01,0,No Form 499 match found,False,,,,,
Sprint Nextel,2009-02-01,0,No Form 499 match found,False,,,,,
SRI International,2017-07-01,0,No Form 499 match found,False,,,,,
"STG International, Inc.",2020-10-22,0,No Form 499 match found,False,,,,,
"Student Transportation of America, Inc.",2024-01-24,0,No Form 499 match found,False,,,,,
Suddenlink Communications,2006-05-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,4330288.0,1997-01-01,2009-01-01,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"Sumner Communications, Inc.",2019-05-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,7631187.0,2006-06-01,2023-01-01,All assets of this company have been sold to another party.
"Superior Communications, Inc.",2023-07-09,0,Terminating reason and breach 2023-07-09 >= end_date 2011-03-29; service ceased,False,terminating,4339362.0,1997-01-01,2011-03-29,"This company still exists, however it is no longer providing telecommunications services."
"SupraNet Communications, Inc.",2022-02-10,0,No Form 499 match found,False,,,,,
"SVAM International, Inc.",2018-04-24,0,No Form 499 match found,False,,,,,
Synergy Healthcare Services,2022-12-15,0,No Form 499 match found,False,,,,,
Synergy Healthcare Services,2022-12-01,0,No Form 499 match found,False,,,,,
Sysco Corporation,2023-01-14,0,No Form 499 match found,False,,,,,
"SysInformation Healthcare Services, LLC",2023-06-03,0,No Form 499 match found,False,,,,,
"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,No Form 499 match found,False,,,,,
"T. Rowe Price Retirement Plan Services, Inc.",2007-12-24,0,No Form 499 match found,False,,,,,
"T.R.A. Industries, Inc.",2025-08-09,0,No Form 499 match found,False,,,,,
TALX Corporation,2017-03-09,0,No Form 499 match found,False,,,,,
TALX Corporation,2016-04-18,0,No Form 499 match found,False,,,,,
TALX Corporation,2016-01-01,0,No Form 499 match found,False,,,,,
TALX Corporation,2016-01-04,0,No Form 499 match found,False,,,,,
"TDC Financial, Inc.",2024-01-21,0,No Form 499 match found,False,,,,,
"Tedder Industries, LLC",2024-08-07,0,No Form 499 match found,False,,,,,
The Boeing Company,2016-11-21,0,No Form 499 match found,False,,,,,
The Delta Companies,2024-09-06,0,No Form 499 match found,False,,,,,
The EstÃ©e Lauder Companies Inc.,2023-05-01,0,No Form 499 match found,False,,,,,
The EstÃ©e Lauder Companies Inc.,2023-05-30,0,No Form 499 match found,False,,,,,
The EstÃ©e Lauder Companies Inc.,2023-07-11,0,No Form 499 match found,False,,,,,
The Hershey Company,2023-09-03,0,No Form 499 match found,False,,,,,
The Home Depot,2014-02-10,0,No Form 499 match found,False,,,,,
"The iRemedy Healthcare Companies, Inc.",2017-10-01,0,No Form 499 match found,False,,,,,
The J.M. Smucker Company,2010-04-05,0,No Form 499 match found,False,,,,,
"The Mosaic Tile Company of Virginia, Inc.",2019-02-06,0,No Form 499 match found,False,,,,,
The Walt Disney Company,2008-07-29,0,No Form 499 match found,False,,,,,
Time Warner Inc.,2016-08-10,0,No Form 499 match found,False,,,,,
Time Warner Inc.,2006-12-01,0,No Form 499 match found,False,,,,,
Time Warner Inc.,2017-07-20,0,No Form 499 match found,False,,,,,
Time Warner Inc.,2015-01-28,0,No Form 499 match found,False,,,,,
TimeWarner,2015-02-19,0,No Form 499 match found,False,,,,,
T-Mobile,2017-04-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2021-02-20,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2013-11-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2023-02-24,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2022-11-25,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2012-08-28,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2022-03-08,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2012-05-08,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2020-08-31,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
