org_name,breach_date,matched,matched_field,legal_name,dba,trade_name,frn,start_date,end_date,end_reason_desc,replacement_id,nearest_candidates
Intuit Inc.,2014-04-01,0,,,,,,,,,,None
"Intuit, Inc.",2014-02-01,0,,,,,,,,,,None
Intuit,2015-04-07,0,,,,,,,,,,None
Intuit,2015-04-14,0,,,,,,,,,,None
Intuit,2015-05-20,0,,,,,,,,,,None
Intuit Inc,2015-09-18,0,,,,,,,,,,None
Intuit Inc,2015-10-12,0,,,,,,,,,,None
Intuit Inc.,2015-12-07,0,,,,,,,,,,None
Intuit,2015-12-01,0,,,,,,,,,,None
"Intuit, Inc.",2015-12-31,0,,,,,,,,,,None
Intuit,2015-12-08,0,,,,,,,,,,None
Intuit Inc.,2016-01-21,0,,,,,,,,,,None
Intuit,2016-02-04,0,,,,,,,,,,None
Intuit Inc,2016-03-03,0,,,,,,,,,,None
Intuit Inc,2016-03-08,0,,,,,,,,,,None
Intuit,2016-03-09,0,,,,,,,,,,None
Intuit Inc.,2016-03-01,0,,,,,,,,,,None
Intuit Inc.,2016-02-24,0,,,,,,,,,,None
Intuit Inc,2016-02-29,0,,,,,,,,,,None
Intuit,2016-02-24,0,,,,,,,,,,None
Intuit,2016-03-17,0,,,,,,,,,,None
"Intuit, Inc.",2016-03-07,0,,,,,,,,,,None
Intuit Inc.,2016-04-14,0,,,,,,,,,,None
Intuit Inc.,2016-03-22,0,,,,,,,,,,None
"Intuit, Inc.",2016-03-23,0,,,,,,,,,,None
Intuit,2016-04-29,0,,,,,,,,,,None
Intuit,2016-04-06,0,,,,,,,,,,None
Intuit Inc.,2016-05-02,0,,,,,,,,,,None
Intuit,2016-05-27,0,,,,,,,,,,None
Intuit,2016-05-17,0,,,,,,,,,,None
Intuit Inc.,2016-04-01,0,,,,,,,,,,None
Intuit Inc,2016-06-09,0,,,,,,,,,,None
"Intuit, Inc.",2016-06-01,0,,,,,,,,,,None
Intuit Inc.,2016-08-03,0,,,,,,,,,,None
Intuit Inc.,2016-08-22,0,,,,,,,,,,None
Intuit Inc,2016-09-12,0,,,,,,,,,,None
Intuit Inc.,2016-09-26,0,,,,,,,,,,None
Intuit Inc,2016-03-29,0,,,,,,,,,,None
Intuit,2016-10-18,0,,,,,,,,,,None
Intuit Inc,2016-10-30,0,,,,,,,,,,None
Intuit Inc.,2016-10-23,0,,,,,,,,,,None
"Intuit, Inc.",2016-12-05,0,,,,,,,,,,None
Intuit Inc,2016-11-22,0,,,,,,,,,,None
"Intuit, Inc.",2016-12-13,0,,,,,,,,,,None
Intuit Inc.,2017-01-12,0,,,,,,,,,,None
Intuit,2017-01-27,0,,,,,,,,,,None
"Intuit, Inc.",2017-02-13,0,,,,,,,,,,None
Intuit Inc.,2017-01-30,0,,,,,,,,,,None
"Intuit, Inc.",2017-03-02,0,,,,,,,,,,None
Intuit Inc.,2017-02-20,0,,,,,,,,,,None
Intuit Inc.,2017-02-28,0,,,,,,,,,,None
Intuit Inc.,2017-03-12,0,,,,,,,,,,None
Intuit,2017-04-04,0,,,,,,,,,,None
"Intuit, Inc.",2017-04-02,0,,,,,,,,,,None
Intuit Inc,2017-04-17,0,,,,,,,,,,None
Intuit Inc,2017-04-30,0,,,,,,,,,,None
Intuit,2017-02-28,0,,,,,,,,,,None
Intuit Inc.,2017-01-01,0,,,,,,,,,,None
Intuit Inc.,2017-04-19,0,,,,,,,,,,None
"Intuit, Inc.",2017-06-14,0,,,,,,,,,,None
Intuit Inc.,2017-06-01,0,,,,,,,,,,None
Intuit Inc.,2017-08-01,0,,,,,,,,,,None
Intuit Inc.,2017-08-08,0,,,,,,,,,,None
"Intuit, Inc.",2017-07-30,0,,,,,,,,,,None
Intuit Inc.,2017-08-16,0,,,,,,,,,,None
Intuit Inc.,2017-08-25,0,,,,,,,,,,None
Intuit Inc,2017-09-01,0,,,,,,,,,,None
Intuit,2017-10-17,0,,,,,,,,,,None
Intuit Inc.,2018-02-06,0,,,,,,,,,,None
Intuit Inc.,2018-03-14,0,,,,,,,,,,None
Intuit,2018-04-26,0,,,,,,,,,,None
Intuit,2018-05-16,0,,,,,,,,,,None
Intuit Inc,2018-06-15,0,,,,,,,,,,None
Intuit Inc.,2019-02-22,0,,,,,,,,,,None
"Intuit, Inc.",2019-01-29,0,,,,,,,,,,None
Intuit Inc.,2019-01-30,0,,,,,,,,,,None
"Intuit, Inc.",2019-02-21,0,,,,,,,,,,None
"Intuit, Inc.",2019-03-26,0,,,,,,,,,,None
Intuit,2019-04-16,0,,,,,,,,,,None
Intuit Inc.,2019-04-07,0,,,,,,,,,,None
Intuit Inc,2019-09-20,0,,,,,,,,,,None
Intuit,2020-03-31,0,,,,,,,,,,None
Intuit Inc.,2020-04-12,0,,,,,,,,,,None
Intuit Inc,2022-02-06,0,,,,,,,,,,None
Intuit Inc.,2022-04-15,0,,,,,,,,,,None
Intuit Inc.,2023-01-01,0,,,,,,,,,,None
Intuit Inc,2023-06-04,0,,,,,,,,,,None
Intuit Inc.,2023-12-01,0,,,,,,,,,,None
Intuit Inc.,2024-01-29,0,,,,,,,,,,None
Intuit Inc,2024-03-05,0,,,,,,,,,,None
Intuit Inc.,2024-12-20,0,,,,,,,,,,None
Intuit Inc.,2025-01-21,0,,,,,,,,,,None
J&M Brown Company Inc.,2021-05-27,0,,,,,,,,,,"Brown County MSA Cellular Ltd. Partnership (overlap=1); Brown County CLEC, LLC (overlap=1); Brown Hills Enterprises, Inc. (overlap=1)"
"J.B. Hunt Transport, Inc.",2020-08-17,0,,,,,,,,,,"Winnebago Transport Services, Inc. (overlap=1); Winnebago Transport Services, Inc. (overlap=1); Winnebago Transport Services, Inc. (overlap=1)"
"J.B. Hunt Transport, Inc.",2020-08-01,0,,,,,,,,,,"Winnebago Transport Services, Inc. (overlap=1); Winnebago Transport Services, Inc. (overlap=1); Winnebago Transport Services, Inc. (overlap=1)"
"Jet Industries, Inc.",2021-10-16,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Johnson Engineering,2023-07-25,0,,,,,,,,,,CN Johnson Holding (overlap=1); Johnson Tel. Co. (overlap=1); Johnson Telephone Company (overlap=1)
"Johnson Matthey, Inc.",2020-01-01,0,,,,,,,,,,CN Johnson Holding (overlap=1); Johnson Tel. Co. (overlap=1); Johnson Telephone Company (overlap=1)
"Johnson Oâ€™Hare Company, Inc.",2022-06-01,0,,,,,,,,,,CN Johnson Holding (overlap=1); Johnson Tel. Co. (overlap=1); Johnson Telephone Company (overlap=1)
"Johnson, Lauder & Savidge, LLP",2018-05-21,0,,,,,,,,,,Keycomm Voice & Data Services LLP (overlap=2); Marne & Elk Horn Tel. Co. (overlap=1); Marne & Elk Horn Telephone Company (overlap=1)
KeraLink International,2017-04-06,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
"King Industries, Inc.",2025-03-12,0,,,,,,,,,,"King Salmon Communications, Inc. (overlap=1); Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1)"
Lavelle Industries Inc.,2024-03-10,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Lawrence Semiconductor Research Laboratory,2024-03-20,0,,,,,,,,,,St. Lawrence Seaway Cellular Partnership (overlap=1); Rondall L. Lawrence JR. (overlap=1); Rondall L. Lawrence JR. (overlap=1)
"LC Industries, Inc.",2015-06-02,0,,,,,,,,,,"NSP, LC dba Cellcom (overlap=1); Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1)"
LCS Financial Services,2023-02-24,0,,,,,,,,,,"Spectrotel Services, LLC Razgate Financial, LLC (overlap=2); ABM Financial Services, Inc. (overlap=2); ABM Financial Services, Inc. (overlap=2)"
"Leidos, Inc.",2022-09-30,0,,,,,,,,,,None
Lennar Corporation,2023-07-20,0,,,,,,,,,,None
"Livingston Street Capital, LLC",2023-05-02,0,,,,,,,,,,Livingston Telephone Company Incorporated (overlap=1); Livingston Telephone Company (overlap=1); Livingston Telephone Company (overlap=1)
LPL Financial LLC,2018-07-10,0,,,,,,,,,,"Spectrotel Services, LLC Razgate Financial, LLC (overlap=1); Minnesota Phone Company Financial Group, LLP (overlap=1); Minnesota Phone Company Financial Group, LLP (overlap=1)"
"LX/JT Intermediate Holdings, Inc. d/b/a Bevolution Group",2022-12-14,0,,,,,,,,,,"Global Crossing Holdings USA, Inc. (Debtor-In-Possession) (overlap=2); iLOKA, Inc. d/b/a Microtech-Tel (overlap=2); Layerone Holdings, Inc.- CONSOLIDATED (overlap=2)"
Marathon Petroleum Company LP,2018-11-28,0,,,,,,,,,,Marathon Communications Corporation (overlap=1); Marathon USA (overlap=1); Marathon USA (overlap=1)
"Mark Dunning Industries, Inc.",2023-11-07,0,,,,,,,,,,Mark Twain Rural Tel. Co. (overlap=1); Mark Twain Rural Telephone Company (overlap=1); Mark Twain Rural Telephone Company (overlap=1)
"Marking Services, Inc.",2021-06-01,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"Marriott International, Inc.",2020-01-01,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
"Marsh & McLennan Companies, Inc.",2013-06-01,0,,,,,,,,,,Marne & Elk Horn Tel. Co. (overlap=1); Marne & Elk Horn Telephone Company (overlap=1); Marne & Elk Horn Telephone Company (overlap=1)
Martin Showers Smith & McDonald LLP,2025-05-29,0,,,,,,,,,,Donald Westley & Gary Smith (overlap=2); Donald Westley & Gary Smith (overlap=2); Keycomm Voice & Data Services LLP (overlap=2)
MD2 International,2023-06-12,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
"Mead Johnson & Company, LLC",2020-11-07,0,,,,,,,,,,CN Johnson Holding (overlap=1); Johnson Tel. Co. (overlap=1); Johnson Telephone Company (overlap=1)
Mediacom Communications Corporation,2022-07-18,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
Mediant Communications Inc.,2019-04-01,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
"Medical Healthcare Solutions, Inc.",2021-10-01,0,,,,,,,,,,"Healthcare Connect Solutions (overlap=2); Medical Computing Solutions (overlap=2); GE Business Productivity Solutions, Inc. (overlap=1)"
Merlin Information Services,2011-03-22,0,,,,,,,,,,"Centris Information Services (overlap=2); Time Warner Cable Information Services (Maine), LLC (overlap=2); Time Warner Cable Information Services (Texas), LP (overlap=2)"
Merlin Information Services,2010-09-16,0,,,,,,,,,,"Centris Information Services (overlap=2); Time Warner Cable Information Services (Maine), LLC (overlap=2); Time Warner Cable Information Services (Texas), LP (overlap=2)"
MGM Resorts International,2023-09-08,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
MGM Resorts International,2019-07-07,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
Microsoft Corporation,2017-07-05,0,,,,,,,,,,None
Microsoft Corporation,2022-03-01,0,,,,,,,,,,None
Microsoft Corporation,2022-09-24,0,,,,,,,,,,None
Microsoft Corporation,2019-12-05,0,,,,,,,,,,None
MNP Corporation,2016-03-06,0,,,,,,,,,,None
"Morgan Brown & Joy, LLP",2021-04-12,0,,,,,,,,,,Keycomm Voice & Data Services LLP (overlap=2); Marne & Elk Horn Tel. Co. (overlap=1); Marne & Elk Horn Telephone Company (overlap=1)
"Morgan Industrial, Inc.",2022-10-22,0,,,,,,,,,,"Tiger Industrial Engineering Corp. (overlap=1); Industrial Communications & Electronics, Inc. (overlap=1); Industrial Communications & Electronics, Inc. (overlap=1)"
"Morgan Industrial, Inc. dba Omega Morgan",2022-10-23,0,,,,,,,,,,"Rio Virgin Telephone Co Inc. dba Reliance Connects (overlap=2); Cascade Utilities, Inc. dba Reliance Connects (overlap=2); Troy Tel. Co. Inc. dba TDS Telecom (overlap=2)"
"Morgan Truck Body, LLC",2021-07-16,0,,,,,,,,,,William A. Morgan (overlap=1); William A. Morgan (overlap=1); Mardi Gras Truck Stop (overlap=1)
Motorola Mobility Inc.,2012-02-07,0,,,,,,,,,,"SNET Mobility, Inc. (overlap=1); Bell Mobility (overlap=1); BellSouth Mobility (overlap=1)"
"Motorola Mobility, Inc.",2011-03-01,0,,,,,,,,,,"SNET Mobility, Inc. (overlap=1); Bell Mobility (overlap=1); BellSouth Mobility (overlap=1)"
"Motorola, Inc.",2009-02-17,0,,,,,,,,,,"Motorola Solutions Connectivity, Inc. (overlap=1)"
"Motorola, Inc.",2009-01-01,0,,,,,,,,,,"Motorola Solutions Connectivity, Inc. (overlap=1)"
MSX International Inc.,2023-02-02,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
MSX International Inc.,2023-02-06,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
"MW Industries, Inc.",2020-10-02,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
"National Presto Industries, Inc.",2025-03-01,0,,,,,,,,,,"National Railroad Passenger Corporation (Amtrak) (overlap=1); National Brands, Inc. (overlap=1); National Brands, Inc. & Sharenet Communications Company (overlap=1)"
NBC Sports Group,2012-08-24,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
NBC Sports Group,2013-08-24,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
NBC Sports Group,2013-10-15,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
NBCUniversal,2022-01-04,1,normalized_match,"NBCUniversal, LLC",,,0020940540,1997-01-01,,,,
NCH Corporation,2016-01-01,0,,,,,,,,,,None
NCH Corporation,2018-11-30,0,,,,,,,,,,None
NCH Corporation,2021-03-02,0,,,,,,,,,,None
"NCO Financial Systems, Inc.",2014-03-29,0,,,,,,,,,,"Craw-Kan Communication Systems, Inc. (overlap=1); Craw-Kan Communication Systems, Inc. (overlap=1); Craw-Kan Communication Systems, Inc. (overlap=1)"
"Newcourse Communications, Inc.",2022-04-27,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
"Newcourse Communications, Inc.",2022-04-01,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
"NextGen Healthcare, Inc.",2023-03-29,0,,,,,,,,,,"NextGen Telephone, Inc. (overlap=1); NextGen Telephone, Inc. (overlap=1); NextGen Telephone, Inc. (overlap=1)"
Nokia Inc.,2013-07-22,0,,,,,,,,,,None
"Nokia Networks and Solutions US, LLC",2017-04-01,0,,,,,,,,,,"OutsourceIT Inc., NITEL, N.I. Investments, LLC, and Queo Solutions, Inc. (overlap=2); Dobson Technologies, Transport and Telecom Solutions, LLC. (overlap=2); CMC Networks Solutions, LLC (overlap=2)"
"Nokia Networks and Solutions US, LLC",2017-05-17,0,,,,,,,,,,"OutsourceIT Inc., NITEL, N.I. Investments, LLC, and Queo Solutions, Inc. (overlap=2); Dobson Technologies, Transport and Telecom Solutions, LLC. (overlap=2); CMC Networks Solutions, LLC (overlap=2)"
Northrop Grumman Systems Corporation,2016-04-18,0,,,,,,,,,,"Craw-Kan Communication Systems, Inc. (overlap=1); Craw-Kan Communication Systems, Inc. (overlap=1); Craw-Kan Communication Systems, Inc. (overlap=1)"
NSi Industries LLC,2023-10-11,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Nuance Communications Inc,2023-05-28,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
"Nuance Communications, Inc.",2023-05-28,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
"Nuance Communications, Inc.",2014-12-10,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
Nucor Corporation,2025-05-03,0,,,,,,,,,,None
Nucor Corporation,2023-05-26,0,,,,,,,,,,None
"NVR Settlement Services of Maryland, Inc.",2021-06-25,0,,,,,,,,,,"American Communication Services of Maryland, Inc. (overlap=3); Consolidated Communications Telecom Services of Texas Company (overlap=2); Consolidated Communications Telecom Services of Fort Bend Company (overlap=2)"
"Oceaneering International, Inc.",2024-01-01,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
Okta Inc,2023-11-02,0,,,,,,,,,,None
"Okta, Inc",2023-09-23,0,,,,,,,,,,None
"Okta, Inc.",2023-09-23,0,,,,,,,,,,None
"Okta, Inc.",2023-11-07,0,,,,,,,,,,None
"On Q Financial, LLC",2024-02-20,0,,,,,,,,,,"On Call Paging (overlap=1); Spectrotel Services, LLC Razgate Financial, LLC (overlap=1); Log On America, Inc. (overlap=1)"
"oneZero Financial Systems, LLC",2024-02-29,0,,,,,,,,,,"Craw-Kan Communication Systems, Inc. (overlap=1); Craw-Kan Communication Systems, Inc. (overlap=1); Craw-Kan Communication Systems, Inc. (overlap=1)"
Oracle Corporation,2013-07-10,0,,,,,,,,,,None
"Oracle USA, Inc.",2007-11-28,0,,,,,,,,,,None
"Oracle USA, Inc.",2007-12-03,0,,,,,,,,,,None
"Orbus Visual Communications, LLC",2023-10-30,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
PACCAR,2018-01-22,0,,,,,,,,,,None
Pallet Logistics of America,2024-07-25,0,,,,,,,,,,"Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2)"
Paramount,2023-01-01,0,,,,,,,,,,"Paramount Payphone Eastern, LLC (overlap=1); Paramount Payphone Eastern, LLC (overlap=1); Paramount Payphone Pacific (overlap=1)"
Paramount Global,2023-08-10,0,,,,,,,,,,Global Valley Networks (overlap=1); Global Valley Networks (overlap=1); Global Valley Networks (overlap=1)
Parker-Hannifin Corporation,2022-03-11,0,,,,,,,,,,None
"Paycom Payroll, LLC",2023-05-28,0,,,,,,,,,,None
PayPal Inc.,2019-08-08,0,,,,,,,,,,None
"PayPal, Inc.",2022-12-06,0,,,,,,,,,,None
Paysafe Group Holdings Limited,2020-11-06,0,,,,,,,,,,Connect Holdings Limited (overlap=2); Connect Holdings Limited (overlap=2); Connect Holdings Limited (overlap=2)
"Pendrick Capital Partner Holdings, LLC",2021-04-12,0,,,,,,,,,,"Partner Communications Cooperative (overlap=1); Partner Communications Cooperative (overlap=1); Palmer Wireless Holdings, Inc. (overlap=1)"
"PepsiCo, Inc.",2021-02-24,0,,,,,,,,,,None
"Perry Johnson & Associates, Inc.",2023-03-27,0,,,,,,,,,,"Sniderman's &  Associates, Inc. (overlap=2); C & S Phone Associates, Inc. (overlap=2); Presnell & Associates (overlap=2)"
"Perry Johnson, Inc.",2023-03-01,0,,,,,,,,,,CN Johnson Holding (overlap=1); Johnson Tel. Co. (overlap=1); Johnson Telephone Company (overlap=1)
Pfizer Inc,2006-12-01,0,,,,,,,,,,None
PNC,2014-12-10,1,normalized_match,"Professional Network Consultants, Inc.","Professional Network Consultants, Inc.",PNC,0013929401,2004-01-01,2009-04-01,"This company still exists, however it is no longer providing telecommunications services.",,
Polaris Industries Inc.,2013-05-08,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Prime Communications,2019-12-11,1,normalized_match,"Prime Communications, Inc.","Prime Communications, Inc.",,0007706013,1997-01-01,2003-04-05,This account was inactive for an extended period and closed because the administrator could not contact the filer.,,
"Professional Compounding Centers of America, Inc.",2023-12-02,0,,,,,,,,,,"Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2)"
Professional Golfers' Association of America,2018-12-07,0,,,,,,,,,,"Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2)"
PULAU Corporation,2020-06-11,0,,,,,,,,,,None
"Regeneron Pharmaceuticals, Inc.",2010-06-18,0,,,,,,,,,,None
Republic Services,2013-08-11,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
Republic Services,2013-08-26,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
Republic Services,2013-08-10,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"Republic Services, Inc",2019-02-02,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"Republic Services, Inc.",2022-04-09,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"Republic Services, Inc.",2021-09-20,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"Republic Services, Inc.",2019-02-01,0,,,,,,,,,,"RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"Robinson Waters & O'Dorisio, P.C.",2023-12-06,0,,,,,,,,,,PC Richard & Son L.I. Corp. (overlap=2); PC Richard & Son L.I. Corp. (overlap=2); Acadian PC & Network Services. LLC (overlap=2)
"Rochester Industries Placement, Inc.",2019-10-16,0,,,,,,,,,,"Rochester Tel. Co. Inc. (overlap=1); Rochester Telephone Company, Inc. (overlap=1); Frontier Telephone of Rochester, Inc. (overlap=1)"
Roku Inc,2023-12-28,0,,,,,,,,,,None
Roku Inc.,2023-12-01,0,,,,,,,,,,None
"Roku, Inc.",2024-02-29,0,,,,,,,,,,None
"Roku, Inc.",2023-12-28,0,,,,,,,,,,None
"S&G Financial, LLC",2023-04-27,0,,,,,,,,,,"Spectrotel Services, LLC Razgate Financial, LLC (overlap=1); Minnesota Phone Company Financial Group, LLP (overlap=1); Minnesota Phone Company Financial Group, LLP (overlap=1)"
SAE International,2023-06-06,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
salesforce.com,2008-02-07,0,,,,,,,,,,None
Salesforce.com,2008-02-07,0,,,,,,,,,,None
SCM Group,2024-11-07,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
Seagate Technology LLC,2017-07-08,0,,,,,,,,,,"Alternate Communications Technology, Inc. (overlap=1); ConvergeOne Technology Utilities (overlap=1); ConvergeOne Technology Utilities (overlap=1)"
Seagate US LLC,2016-02-29,0,,,,,,,,,,U.S. Cellular (overlap=1); US Cellular (overlap=1); U.S. Cellular (overlap=1)
Seagate US LLC,2016-03-14,0,,,,,,,,,,U.S. Cellular (overlap=1); US Cellular (overlap=1); U.S. Cellular (overlap=1)
"Seim Johnson, LLP",2015-12-11,0,,,,,,,,,,CN Johnson Holding (overlap=1); Johnson Tel. Co. (overlap=1); Johnson Telephone Company (overlap=1)
ServiceNow Inc.,2024-05-14,0,,,,,,,,,,None
Shawmut Communications Group,2021-10-26,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=2); Communications Buying Group, Inc. (overlap=2); Communications Buying Group, Inc. (overlap=2)"
Sierra Pacific Industries,2022-06-10,0,,,,,,,,,,Pacific Bell Telephone Company (overlap=1); Pacific Bell Wireless (overlap=1); Sierra Tel. Co. Inc. (overlap=1)
Sierra Pacific Industries,2022-06-11,0,,,,,,,,,,Pacific Bell Telephone Company (overlap=1); Pacific Bell Wireless (overlap=1); Sierra Tel. Co. Inc. (overlap=1)
"Sinclair Broadcast Group, Inc",2021-06-23,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
"Sinclair Broadcast Group, Inc.",2021-06-23,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
"Sinclair Broadcast Group, Inc.",2021-12-16,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
"Sinclair Broadcast Group, Inc.",2020-05-01,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
Sirius XM Radio Inc,2016-12-04,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc,2016-10-31,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc,2016-09-26,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2016-10-31,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2016-08-20,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2016-02-01,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2016-04-05,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2016-11-15,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2012-03-19,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2017-08-06,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
