path,size,sha256
Data/edgar/rebuild_submissions_cache/58696.json,16804,3b2aa7e12159f406b909024f59d1c49c7ae9cb3115887e8e2310a3d95422513c
Data/edgar/rebuild_submissions_cache/62709.json,516402,5c9f455f0c0bbe77e2c99aaed4c9bf43b66b68e3bd12577c12156b16e8b8d7b7
Data/edgar/rebuild_submissions_cache/68505.json,524020,1d99af84ab2bcdac2a30e28107698b957633c592dba7b5ee45c08f5e3f5b43a6
Data/edgar/rebuild_submissions_cache/69960.json,12905,66bd7722d0094e0bdaf527d81dffd5465c23a737ca3caf3a4e42f02a0d2ad817
Data/edgar/rebuild_submissions_cache/708818.json,264898,6f5e2a6612d67b2f945eb5371007cfd15eb923954f4a4944d2adad8c0cd4bcc0
Data/edgar/rebuild_submissions_cache/723254.json,256622,a7dc56284241c7246615517abb90c66083e6a43315d5406ba69efea787cc4106
Data/edgar/rebuild_submissions_cache/72945.json,36807,db78f5449d535826983ccbcec40b4cc22a829312920c5b12dae03002c8ba51bc
Data/edgar/rebuild_submissions_cache/731766.json,743518,3c2939f36c0b1b3d85be7d96513f0f763c1ea0392867bde86daddabba85a5204
Data/edgar/rebuild_submissions_cache/732712.json,1803320,fdd08fdbb89f452a8f1866b0ff5fbf802489cba00a53bd0e8224d70411c8093e
Data/edgar/rebuild_submissions_cache/732717.json,1334863,c44af405f02a99b962b3142e2afb674e0c7c4fe1adf98e3cb24c9c21bbae8a1d
Data/edgar/rebuild_submissions_cache/73309.json,324687,099be0e4ba909d336471d57ae23454e6b4c4c58d754bbb827b4e8d5a97c1631a
Data/edgar/rebuild_submissions_cache/73756.json,298041,72485e66389a2009b61b32d5cf4f2b79c3d85ed6f3b7b0f5563be520c36a94fc
Data/edgar/rebuild_submissions_cache/75362.json,750722,b22289e208c3d4854a661ac818e74f090c13bb75c7efdedd94ac05cf78b252bd
Data/edgar/rebuild_submissions_cache/76334.json,586511,f2e7bba6876e0c6ed85765b3d86bad8ec2c43bdd9e1ff82e12e3240cd811e0bd
Data/edgar/rebuild_submissions_cache/764180.json,438286,68a62b7e21c89b7f371e5d2591e1a25ec56f97a3351aa32ccbd619e199f1d13f
Data/edgar/rebuild_submissions_cache/771497.json,489252,02a29d85ad42c386aa4310ca930cafba6090a77c3eb41fa45c3956617e576e8f
Data/edgar/rebuild_submissions_cache/773840.json,1097485,f3b7d973579a8bcb59f680be0264612bf9e32dbe61e3e0f07a9177157fd9b2af
Data/edgar/rebuild_submissions_cache/77476.json,542104,0fb0aebfcce9de901defeddaabe16fcb0b15fcd82e6e2a15e179791510107600
Data/edgar/rebuild_submissions_cache/78003.json,1065388,4111f4ce2cc656d166e3865f483410901162ab3bcd3d2465de91216bb8c9322d
Data/edgar/rebuild_submissions_cache/789019.json,792151,6318ad0d194832b88d9be4f8618c713f0648d613714b234ecaa03bd3eced039a
Data/edgar/rebuild_submissions_cache/789570.json,572367,7c1ffc7f2eb736cd3915a597d6243cc8181d4680fe3c83becf42359005b95ab4
Data/edgar/rebuild_submissions_cache/790070.json,414227,2a4bb6cbfa0e9c7835ff378789c5abf5bf00be5614eb6e90c33cc66dd1a967c4
Data/edgar/rebuild_submissions_cache/796343.json,459109,00d482c2599998fa230fc8d0641143f86d84d6abc64200c5796abbafa58c48cd
Data/edgar/rebuild_submissions_cache/798354.json,459787,612ba17297e3b49da3dcb25b157c642a73e43c5202b8b474b04fefa7edc54697
Data/edgar/rebuild_submissions_cache/80172.json,132219,db2c02d5dcf73b77e7576afed8dab06fbcc8989abe7fa3007cda4badb6e62520
Data/edgar/rebuild_submissions_cache/813828.json,680492,d7d526ac239491afa45166e8b886595bda12f46246b9ba46e28d525155163578
Data/edgar/rebuild_submissions_cache/815097.json,486897,71807ed62032ed481ec1e4b8870e0be9fef3934a6c0c0e67f9f16e645ea1f38e
Data/edgar/rebuild_submissions_cache/823768.json,544782,d4356ccec896c74dfaf111f7c195bd51c644c3f44a515121a8105a5387eec6b8
Data/edgar/rebuild_submissions_cache/826083.json,326938,2b58d272351ded1dd16f823d3e0aba8e60556651eae86f6db6bd1561175cb413
Data/edgar/rebuild_submissions_cache/831259.json,436158,9ad5644deead59a0ec5497ce414b418e2c96f83a1a9febfdc6514f720c57a7e7
Data/edgar/rebuild_submissions_cache/858877.json,598674,0e8950adf174e69500f4168841319fcaa5c4ff52d75d4e81dda94cddb2f97fc5
Data/edgar/rebuild_submissions_cache/860731.json,359121,5d4881d819ec12d3e17d9b992f82eb50ad714ffdf01b2a9b59229054f8844a6e
Data/edgar/rebuild_submissions_cache/8670.json,548816,1a94bf6301d7e2114f58eff91185191328d3def3d01617d7838e12b52635262e
Data/edgar/rebuild_submissions_cache/872589.json,432790,5348883cb42aa62e9b12c711c52c9e7e17d80ca525f3f406fc41516b1fb25196
Data/edgar/rebuild_submissions_cache/877890.json,420736,6d301664a7e91aecc5d69d812309c5d518dfde24b8808104ed56f0cf1983eec9
Data/edgar/rebuild_submissions_cache/88128.json,15156,d75bd5b4515d23cd411a16dfad6cb8c9f8c4d60eb2fb9d0c6ab90498c9ffa7e3
Data/edgar/rebuild_submissions_cache/892553.json,334247,8e41058146fc9b0fdcb0b6f4d62de1073b93ccae73a897182ff21cff50c61579
Data/edgar/rebuild_submissions_cache/896878.json,524494,e62b311bec3ef65f2f1d517b7ebff0e8cad11bb47afbac1dc911a1abd0b15a77
Data/edgar/rebuild_submissions_cache/90143.json,473,cb0d1142d3d766b5032580f0be91b04e3e6e529746cc8e78e0892b2ed5c3592a
Data/edgar/rebuild_submissions_cache/905036.json,22083,7a30fc1c706a182bd0406773af39214a1f134e1bc4f35ad129b593c6efcc5355
Data/edgar/rebuild_submissions_cache/908937.json,444261,0b3a6c4019c8c2bc90ba48cf46617dd549fc7194960abdc5a92a6bf9b8a09802
Data/edgar/rebuild_submissions_cache/911167.json,11253,224d51fefda2e56dde51945cb1547803c783cec6c1442206ef53e5f486f7e708
Data/edgar/rebuild_submissions_cache/912752.json,337120,2da31262fa27fdb07bc3caa9a0a53796c38c1254b47ed152af9f7eb45cd12467
Data/edgar/rebuild_submissions_cache/91419.json,434518,aabea8ea87507296de5b3ac4cfb269ae8f91da937c9e09a1f7628d1d87df82f6
Data/edgar/rebuild_submissions_cache/91440.json,390737,ee4b9d82e817ccdd06cde8ec34a1e44ad1a198c99e48a7bc290f4eedc24b1820
Data/edgar/rebuild_submissions_cache/920522.json,319055,46386b01bf92ffe4fb3ce102646d5b3126e498fddfe51ca650990306b52c15be
Data/edgar/rebuild_submissions_cache/92380.json,373606,b55b6e728ad934174e50d22b7565657a072443c377e67bf45ff9217f2b6d1867
Data/edgar/rebuild_submissions_cache/924613.json,255087,204deb495530319408d2256df80eb61663aaced688564227ae1696a1ea9bfbb6
Data/edgar/rebuild_submissions_cache/926480.json,3069,dac0cd97ebc400fa720095426120868c5442cc3b7ca1b229dd22762422347506
Data/edgar/rebuild_submissions_cache/943452.json,420516,5bfcc4b9908fc0b613a53682c30a8c74140412b64726a972e6a8b4b3fbce6e4e
Data/edgar/rebuild_submissions_cache/96021.json,565194,f7debcbcfa6625a14c751986734e0444f4145ed19f8bc357c9a49a9585a67d60
Data/edgar/tmobile_filings/10-K/0001283699-13-000031_metropcs10k-2012.htm.gz,374044,e91e81d97b8e866ba7cc7e904d711c12ab4cda3f774eb2eda086a2f15899c9bf
Data/edgar/tmobile_filings/10-K/0001283699-14-000012_tmus12312013form10k.htm.gz,174455,aaea0443138151763ec632aadb94f19329c148e62dada546c0cde8f2a79a17fc
Data/edgar/tmobile_filings/10-K/0001283699-15-000010_tmus12312014form10-k.htm.gz,180270,012328aec7f881c63ab3df99cf089f18ab18265dde5b661bda966dbd25dcc777
Data/edgar/tmobile_filings/10-K/0001283699-16-000073_tmus12312015form10-k.htm.gz,176164,826de863822d0fb5f101616cce9048bdba631b647877df8ec624fda22367a661
Data/edgar/tmobile_filings/10-K/0001283699-17-000010_tmus12312016form10-k.htm.gz,197676,ccbcaa9400342ee14c723a373ea4e59a4a26754e1828cccbb0473fb355a8be70
Data/edgar/tmobile_filings/10-K/0001283699-18-000011_tmus12312017form10-k.htm.gz,226624,ef3e19287c7da3e92e428f9c4633669f4a2e55157df46254e49b6f8df087e7c6
Data/edgar/tmobile_filings/10-K/0001283699-19-000015_tmus12312018form10-k.htm.gz,242268,36a72ef3f64aa36e8c41c1670ab8945ce5062cf77d87bc2d5678f06e5c0485f3
Data/edgar/tmobile_filings/10-K/0001283699-20-000026_tmus-20191231.htm.gz,433452,1d852852e5b0b8f6ce4a80b1f786cf9bc14780572811374c4f509187270b0564
Data/edgar/tmobile_filings/10-K/0001283699-21-000039_tmus-20201231.htm.gz,420753,16d81214e79a15cbcada2e547e82595d53c434b66c9be2b6fcecff62c53b9129
Data/edgar/tmobile_filings/10-K/0001283699-22-000018_tmus-20211231.htm.gz,389810,7c3a179fb95f12843c34dba692019352c7452d9567952381957a4516670074ad
Data/edgar/tmobile_filings/10-K/0001283699-23-000016_tmus-20221231.htm.gz,378250,930522225d90abababb6f1b9ee85d0e7c906c8811eae3efbb135d4883c11303c
Data/edgar/tmobile_filings/10-K/0001283699-24-000008_tmus-20231231.htm.gz,246504,00c86e12e0615640a37e5461a90c7cd118d6396bad059c4a0d901f88fd164c68
Data/edgar/tmobile_filings/10-K/0001283699-25-000012_tmus-20241231.htm.gz,253612,ee792a6988c6cfd2c53f066b02d24cd1848eb4cd555f0a2de85ac76d7deac284
Data/edgar/tmobile_filings/10-K/0001283699-26-000010_tmus-20251231.htm.gz,278488,a10ba0f22c9a56649f40a7936e3ea812b4cfaa14e820f5427d1aa9bcd5cc24db
Data/edgar/tmobile_filings/10-Q/0001283699-13-000088_mpcs2013-q110xq.htm.gz,86061,46228717010422d3119a55a25e0c5ce731632e19e669aa763cf7a170624ea62a
Data/edgar/tmobile_filings/10-Q/0001283699-13-000115_tmus06302013form10q.htm.gz,116079,1b9a460aadfc8da96977412a55daa89fdfb49902ff13c479d8f578695509e8d9
Data/edgar/tmobile_filings/10-Q/0001283699-13-000127_tmus09302013form10q.htm.gz,102140,613eef3629d7a9ce45e0e88dcbe87092f07900cd85ec94031c0141041f39819c
Data/edgar/tmobile_filings/10-Q/0001283699-14-000022_tmus03312014form10-q.htm.gz,58898,feb158038561e5fadf060a9f64555999a4845f83e0020532c80cd159bf4bbeb6
Data/edgar/tmobile_filings/10-Q/0001283699-14-000035_tmus06302014form10-q.htm.gz,76694,5fff29e4656e8b8fae2eb6267e4b7a444912ec7990caf29ab20180d9aa9a4429
Data/edgar/tmobile_filings/10-Q/0001283699-14-000053_tmus09302014form10-q.htm.gz,77551,7a0b970285a4b3d2eacf1fdb009aa324cec339fae1ec2ebb5c9e86b1a6323fa5
Data/edgar/tmobile_filings/10-Q/0001283699-15-000018_tmus03312015form10-q.htm.gz,58801,d4a95ab3413f5b05082dce7ab436150469792eb92f4dad2750a333b7351412d6
Data/edgar/tmobile_filings/10-Q/0001283699-15-000038_tmus06302015form10-q.htm.gz,71948,d76a30a64a78de8a7c5e2bd20e3898334bd4ff9d1b653f46ad61ea47c59046b0
Data/edgar/tmobile_filings/10-Q/0001283699-15-000055_tmus09302015form10-q.htm.gz,77288,7c6a7d3c43df0860f6daedb3329e459658fa2089ea2d79dcd42e2f630d457656
Data/edgar/tmobile_filings/10-Q/0001283699-16-000083_tmus03312016form10-q.htm.gz,69358,63d68fa2cdf28589cf414e37e4f52138937b02b3655d32ca44555ff1fbd483d0
Data/edgar/tmobile_filings/10-Q/0001283699-16-000100_tmus06302016form10-q.htm.gz,92492,a28aed85542dc931c518d83055be557eab24ae386b927eec8a5b868a8c1031f9
Data/edgar/tmobile_filings/10-Q/0001283699-16-000115_tmus09302016form10-q.htm.gz,94409,e065854d8307cad707e61c9a4ffd3e28545cfa7083a21a95258dcef5188773cb
Data/edgar/tmobile_filings/10-Q/0001283699-17-000022_tmus03312017form10-q.htm.gz,84397,043493cf195050b51e9b73562066b8f522c06bef710278b3dbe3456cfc2662de
Data/edgar/tmobile_filings/10-Q/0001283699-17-000032_tmus06302017form10-q.htm.gz,112332,9023b40aee2b8831d6b8a4d2ce3358549749679d0767651062ea6f62e3c0934b
Data/edgar/tmobile_filings/10-Q/0001283699-17-000043_tmus09302017form10-q.htm.gz,118328,8231d6e5f5f63aacca7c6fb4f5aa3496c7a75dfe478c6c0066f6f8eed69a09df
Data/edgar/tmobile_filings/10-Q/0001283699-18-000026_tmus03312018form10-q.htm.gz,122432,704eb88f383419cf50e4041ba9713e22effaf47cfb61065f7326b3981fcdcc0b
Data/edgar/tmobile_filings/10-Q/0001283699-18-000045_tmus06302018form10-q.htm.gz,154946,1df7c4a222a2dcae130d5f698bb913ff5eb01584ed598a0f8801f3cb416f20e0
Data/edgar/tmobile_filings/10-Q/0001283699-18-000060_tmus09302018form10-q.htm.gz,157713,d58d889ec7b9854d6d51d5fe6fb626a7dda0999df907b1c317b1bca28bff6d01
Data/edgar/tmobile_filings/10-Q/0001283699-19-000077_tmus03312019form10-q.htm.gz,175569,83bdbe22120ecba759757f3884f9ac8c98a56f1019c5b7efbac5913694757004
Data/edgar/tmobile_filings/10-Q/0001283699-19-000109_tmus06302019form10-q.htm.gz,234693,fc2ff77a2e8d22fb8dc430be4e19772da1686ca30c7acaba0ae7129c2e0327b8
Data/edgar/tmobile_filings/10-Q/0001283699-19-000119_tmus09302019form10-q.htm.gz,238804,f30f7d3449d5d27fcfb69330caffdc2af26dab0259e83e7f07ca085ea465b7ff
Data/edgar/tmobile_filings/10-Q/0001283699-20-000106_tmus-20200331.htm.gz,190003,1c35cebab09f832e2e42b7ea0fa35d24704b215c57bacd45f9e96a218a096a84
Data/edgar/tmobile_filings/10-Q/0001283699-20-000165_tmus-20200630.htm.gz,343659,b23bc66b8e0d4bbd752d40c632d028eece7fc34a8fab9b9d04705dd6c9d2f8b0
Data/edgar/tmobile_filings/10-Q/0001283699-20-000193_tmus-20200930.htm.gz,317333,74b807dadc7b2784c39ef986ac629cb371cc0e5f3bc05a42408edcc30978f784
Data/edgar/tmobile_filings/10-Q/0001283699-21-000088_tmus-20210331.htm.gz,171321,b06719c60d319578f9b50c109db2adc54b4ed7e32c3fe885c5e46c283ca5857c
Data/edgar/tmobile_filings/10-Q/0001283699-21-000150_tmus-20210630.htm.gz,215723,38570067a755e0ce466db9e8935588586f9c4e86ac57b1dd1aada08d25ecce8a
Data/edgar/tmobile_filings/10-Q/0001283699-21-000169_tmus-20210930.htm.gz,234991,4a27f4447b88a9b3f49b1c24a4a0dd71886eb41a24555d2213a3f08b5ec091d7
Data/edgar/tmobile_filings/10-Q/0001283699-22-000084_tmus-20220331.htm.gz,143336,bcb02a7f817c0798651805791aca52245231e1ea526506662039765017e23467
Data/edgar/tmobile_filings/10-Q/0001283699-22-000117_tmus-20220630.htm.gz,175216,15b9444c55ce93e15c53dc54c44f21b298141604f68067f4511377b3621386af
Data/edgar/tmobile_filings/10-Q/0001283699-22-000141_tmus-20220930.htm.gz,204172,4fcf6506d2418602f8e91cde0149538c553fb9562aebdaeac8d6d68240a00bd0
Data/edgar/tmobile_filings/10-Q/0001283699-23-000087_tmus-20230331.htm.gz,158581,59d1c1737f590ed9981f4aadf7db69ae4172917a3a11bd3bc67a53beeeb9a456
Data/edgar/tmobile_filings/10-Q/0001283699-23-000134_tmus-20230630.htm.gz,129434,94836cb031b70acd27a4c93144ded51f60f1a47c1b1cbf2fbe7cde985c918bf1
Data/edgar/tmobile_filings/10-Q/0001283699-23-000151_tmus-20230930.htm.gz,138226,ccb192d1d078f57ebb93438deef4de6160125116cd4d0f254e7e840ad36443e7
Data/edgar/tmobile_filings/10-Q/0001283699-24-000065_tmus-20240331.htm.gz,103316,4976b510f946b0a195d0303619982e639de5a4c3d7c90b31b70f2b4ed4274ffd
Data/edgar/tmobile_filings/10-Q/0001283699-24-000111_tmus-20240630.htm.gz,133263,9794643df1c1f2d4963a07578745a9aaf83fb7570554e35a6467a7139b5c145d
Data/edgar/tmobile_filings/10-Q/0001283699-24-000142_tmus-20240930.htm.gz,135123,0cff8207c71bc37473b6424bc0c578090654e8bdf3674da9d9eb6be01047831d
Data/edgar/tmobile_filings/10-Q/0001283699-25-000079_tmus-20250331.htm.gz,124520,ac7b388302239d3ecec72cf0c17a12bf890b6c60cad6ff7e9708d7f915448c7a
Data/edgar/tmobile_filings/10-Q/0001283699-25-000117_tmus-20250630.htm.gz,141169,4a36b78024042b89f960f431464edbe77897aa9caf2d838d8285b00406bcf50d
Data/edgar/tmobile_filings/10-Q/0001283699-25-000154_tmus-20250930.htm.gz,159874,5027470140a2b70e8e2ca002baf8fd0d77a5e153f8d095f7181e735b83a5ee8d
Data/edgar/tmobile_filings/10-Q/0001283699-26-000063_tmus-20260331.htm.gz,116528,eba2d1160bd5131e942aa3cfa7d04df6feb89384bbaf97a623830330b330165b
Data/edgar/tmobile_filings/10-Q/0001283699-26-000101_tmus-20260630.htm.gz,132541,0f052c24d3e2e3bc1ae3224397c0574cbb0f55e608b1d3aaa5b4118b7e322cc6
Data/edgar/tmobile_filings/8-K/0001140361-20-007620_nc10010559x1_8k.htm.gz,7340,1877381fc5a2df8369f5270b2b73f9712ed30ca0e07614c51137c865cbfe7936
Data/edgar/tmobile_filings/8-K/0001140361-20-007620_nc10010559x1_ex99-1.htm.gz,72289,6d7d9986d7b7114a81a0c7b748bc33d260775dfa8e161a97b63ce713656a8405
Data/edgar/tmobile_filings/8-K/0001140361-20-007620_nc10010559x1_ex99-2.htm.gz,3151,c091195062d36d1c34521a53cf80274f9b1af69435502e2ccd2b425fcff696a4
Data/edgar/tmobile_filings/8-K/0001140361-20-020891_nt10014532x3_8k.htm.gz,5339,b156dd3ed63640bf8a826a0aa743a1468714f3770b96f4557eb449c1392abddc
Data/edgar/tmobile_filings/8-K/0001140361-20-020891_nt10014532x3_ex99-1.htm.gz,23042,d965dc64e4f6dd48892f1d91fa6c6176925a5139793e78dc6b1aa0d10a20c015
Data/edgar/tmobile_filings/8-K/0001140361-21-001209_nt10018737x4_8k.htm.gz,8297,3c5a3f3ab71910084e9845a3bff064f428b8d7316d505f75aa2be1d32f56364d
Data/edgar/tmobile_filings/8-K/0001140361-21-001209_nt10018737x4_ex99-1.htm.gz,2581,bbfb5faefb913f34b93d36458f3f96a50e516afdfda0516e52e1f2e09486b064
Data/edgar/tmobile_filings/8-K/0001140361-21-001209_nt10018737x4_ex99-2.htm.gz,2710,b8dd1f53e34c068b2188d1a91e6e88867e0135f092d0a8e7b39c7e9abf34ff6b
Data/edgar/tmobile_filings/8-K/0001140361-21-008606_nt10021707x3_8k.htm.gz,5412,11f3e62b831c597fe6c6e5abea86648cafffe749f837c752754bc6cc958c75d7
Data/edgar/tmobile_filings/8-K/0001140361-21-008606_nt10021707x3_ex99-1.htm.gz,17455,33e457ecf62bd080fcb3b144f9302f858ee684fc16d55f572a2f8bffc7dcf007
Data/edgar/tmobile_filings/8-K/0001140361-21-009648_nt10021707x7_8k.htm.gz,8279,9be9c50aadd56ca2b6f90f9874f7014e89581cb337b7a9f9a57b347f652918fd
Data/edgar/tmobile_filings/8-K/0001140361-21-009648_nt10021707x7_ex99-1.htm.gz,2764,c35010c00fa53d84b5ec46ea083f2c64773a75938b882e332cecd8525ac9ca32
Data/edgar/tmobile_filings/8-K/0001140361-21-009648_nt10021707x7_ex99-2.htm.gz,2987,fe9a1e85613abbe9935c2ada18b279a2b209f4afb9401a4c275d9d08d401c5fb
Data/edgar/tmobile_filings/8-K/0001140361-23-005527_ny20006219x4_8k.htm.gz,6644,d422bd68da72e4891714208fe54d2bc80e99cb85396686087edb7522d333df10
Data/edgar/tmobile_filings/8-K/0001140361-23-005527_ny20006219x4_ex99-1.htm.gz,2191,2ca0bf0d66e205d99d8d51b1eeb5927cf1b0e74ccffcb71cdec64eebbea1956e
Data/edgar/tmobile_filings/8-K/0001140361-23-005527_ny20006219x4_ex99-2.htm.gz,2931,1667d7bb6951bb59e3897424298482fc076ab28f89390132d663879a7128cf18
Data/edgar/tmobile_filings/8-K/0001193125-14-002245_d653116d8k.htm.gz,3980,f9d9b8c4bc19ff14d7ea02316554fb5c7b05a78a36d9cb0507e42545f250eba9
Data/edgar/tmobile_filings/8-K/0001193125-14-002245_d653116dex991.htm.gz,4298,a0fd19664b72be718ff2af09676dda0bf30aece9fb01cd484b0e7205d1427dc6
Data/edgar/tmobile_filings/8-K/0001193125-14-002245_d653116dex992.htm.gz,13240,410d7d33144de288c534a0e71e03c90ca42ff218e754b81755b557e1e303dd2b
Data/edgar/tmobile_filings/8-K/0001193125-15-368375_d59056d8k.htm.gz,6180,193968b43065fefe99244935ee9a040be3f13e96047ba2598e994fbf376d16a6
Data/edgar/tmobile_filings/8-K/0001193125-20-030768_d879296d8k.htm.gz,6492,06e9beb4290dd1227e775edbfc258deda906c5c7015727e382dd39a178a22e7d
Data/edgar/tmobile_filings/8-K/0001193125-20-030768_d879296dex991.htm.gz,6681,ecf684b90aff9a1b3a0777676079bb9d1dae4dac9e47b5cbed7c79deefb36135
Data/edgar/tmobile_filings/8-K/0001193125-20-043713_d886254d8k.htm.gz,8193,a8a2abcf03690af943a3a42be38bc52c9e101baeaf61cabd4d111a56c6858d27
Data/edgar/tmobile_filings/8-K/0001193125-20-043713_d886254dex991.htm.gz,5859,5616af79aa94328421eb57cba75502739f8b57842c1673be79babbd5f3b9b4e1
Data/edgar/tmobile_filings/8-K/0001193125-20-071678_d870009d8k.htm.gz,6882,4d185adff4869922822871b6216f1533c9d942aed112ecea57709ab957caf502
Data/edgar/tmobile_filings/8-K/0001193125-20-071678_d870009dex991.htm.gz,10188,a3319071d9bfe66db64d76e5d24b6aab5e653352a3d5934a9fc8194c58720ecd
Data/edgar/tmobile_filings/8-K/0001193125-20-075308_d902736d8k.htm.gz,6822,0b1233cc5d2b3afab116ac4a1c025b1248498ed04b97600679e68272bf26e6b5
Data/edgar/tmobile_filings/8-K/0001193125-20-075308_d902736dex991.htm.gz,2941,b29adca1515089882d238a3517e27f2d201b334185e0fda707d9c34f0c575bf2
Data/edgar/tmobile_filings/8-K/0001193125-20-076470_d901993d8k.htm.gz,7657,1e3a0746b4778c77a5e07a3f3ef5f51ddbc807ad84e659787ce207358cd42d6d
Data/edgar/tmobile_filings/8-K/0001193125-20-078392_d842591d8k.htm.gz,6818,997368cf4ced30c4bc661091b1e2be76e21efd9e9d756fa8cbda5b626c542958
Data/edgar/tmobile_filings/8-K/0001193125-20-078392_d842591dex991.htm.gz,4721,e22fc210e77373e45306e18d3714b77a274a48a5fc51f8ee21235976ced809fc
Data/edgar/tmobile_filings/8-K/0001193125-20-093622_d886127d8k.htm.gz,21106,b917b8335a4527abd42ab907e76e04e930b4943133f59317677648cb474ded71
Data/edgar/tmobile_filings/8-K/0001193125-20-093622_d886127dex991.htm.gz,8215,decddf4cd999c781c90f9c97cb5a26eccb603766eab60dff68f79d59c42af226
Data/edgar/tmobile_filings/8-K/0001193125-20-129811_d830916d8k.htm.gz,9271,55b60631f11afaca7858d9cbfb804770afb690ac0e4c676f6c7854a6faf8bf33
Data/edgar/tmobile_filings/8-K/0001193125-21-025274_d262639d8k.htm.gz,4719,a751eebe09ad88fdca32683a2a685e6c3914ee40fbecc71ee422fc110e2b21df
Data/edgar/tmobile_filings/8-K/0001193125-21-077985_d85105d8k.htm.gz,3991,c2ad7966504188c612b8eb3074d3a5dcec95964edd010a96ac2e7eb9d1255bcc
Data/edgar/tmobile_filings/8-K/0001193125-21-077985_d85105dex991.htm.gz,11755,0187c4bda970d0eef341d74d06db444fa65e485cc9de0404bfd27ab9efd63766
Data/edgar/tmobile_filings/8-K/0001193125-21-113210_d910799d8k.htm.gz,4322,4c273c0cbd32ce9e3b24fbb6bdb7feda7e8347a3b9e8e5779bc2546178dfa2ab
Data/edgar/tmobile_filings/8-K/0001193125-21-113210_d910799dex991.htm.gz,2401,af3ea848f551a856f2e28bba88f10b43362f8c232debd9de65194f5137b3d927
Data/edgar/tmobile_filings/8-K/0001193125-21-246174_d180414d8k.htm.gz,8144,9eb9b081dedf9ddf4823a4b87d65eaee793e7df644bfd16467ab1a7c03b8d3b3
Data/edgar/tmobile_filings/8-K/0001193125-21-246174_d180414dex991.htm.gz,1589,2408ae6a8fcc8a9866e952bc802a09b124a14983ce20c685388d46cdd7f6321a
Data/edgar/tmobile_filings/8-K/0001193125-21-246174_d180414dex992.htm.gz,1772,39bca75c33b68a57382de8737d2ce712c04c5305d41f31ebf3290ec82e92c803
Data/edgar/tmobile_filings/8-K/0001193125-21-248002_d131772d8k.htm.gz,6822,c238147d86e24f3c708dc2ff242d0ba9d515208f4c47596568c603a65e41daeb
Data/edgar/tmobile_filings/8-K/0001193125-21-249635_d202902d8k.htm.gz,6977,41b4a3c202f75197379a1513794c663077fbe0de217cb358282c50476b236667
Data/edgar/tmobile_filings/8-K/0001193125-21-249635_d202902dex991.htm.gz,3602,ee3743f98fa8cc823ab92c0645470941fdf97bad51531b275abfb931a672d002
Data/edgar/tmobile_filings/8-K/0001193125-21-251974_d362750d8k.htm.gz,5974,4ab5604b98f87235b5778ac8363bd06af91090a0a6f9798138c73ca6e7855bc8
Data/edgar/tmobile_filings/8-K/0001193125-21-258261_d223733d8k.htm.gz,7760,4b0a522ba8dfe65a3e40d1f9d7e93531eae15ca2ced91f1b2bb6ef1ac39365f0
Data/edgar/tmobile_filings/8-K/0001193125-21-275230_d234276d8k.htm.gz,4067,c6f0511bdce9cc9315643ea68184c4a0d2d5ace71bc6270836eacdb1d5f844f5
Data/edgar/tmobile_filings/8-K/0001193125-21-275230_d234276dex991.htm.gz,3133,3363c987dde54392c6cce13109b3f3b4d2f0ecae8e73ff9b85c6df3d2de0ebf8
Data/edgar/tmobile_filings/8-K/0001193125-23-010949_d641142d8k.htm.gz,7347,28d7c996fdb55cae6ad9fa7bb7b988c6ef7296dbbef9dfd79917bd19e611c1c6
Data/edgar/tmobile_filings/8-K/0001193125-23-128863_d491886d8k.htm.gz,5837,ab41a04e4bfc0bd41a29869c42cd8146ec51d953b66205488ab22dca9584f208
Data/edgar/tmobile_filings/8-K/0001193125-23-142123_d459031d8k.htm.gz,5396,f9ad066f578fa3e383ba1e55474d9570ee9e5d59ef7f603b8f23da2881e380d3
Data/edgar/tmobile_filings/8-K/0001193125-23-142123_d459031dex991.htm.gz,2012,36a724b8d83d1e4de517d4e4393f328a9d5e871ba089c4f1c74ee47bde63ce9a
Data/edgar/tmobile_filings/8-K/0001193125-23-142123_d459031dex992.htm.gz,2559,75bdfd7fa000f580708471b379de1e446a9c4fc48af586f6190cecf280be2e04
Data/edgar/tmobile_filings/8-K/0001283699-14-000004_tmus01082014ex991.htm.gz,7439,de5d9e010c2511bc085fb3bca0b18cbf69490f9e4d10c52b79c04017d8eeddde
Data/edgar/tmobile_filings/8-K/0001283699-14-000004_tmus01082014form8-k.htm.gz,2583,0be4029de489f0af977b186d0ff737230ec9840bf7079821cac3842cc911e8f9
Data/edgar/tmobile_filings/8-K/0001283699-15-000042_tmus09182015form8-k.htm.gz,2526,6a4db6f15fba4e00dd38b87d82bea11670bb130fc08927cdfd12515cf8b0d735
Data/edgar/tmobile_filings/8-K/0001283699-15-000059_tmus10292015form8-k.htm.gz,2484,fa880726a16b714f7fdeea2649b1b8f80593b4998d7f7b69e66f0394ef53be18
Data/edgar/tmobile_filings/8-K/0001283699-17-000042_tmus09302017ex991.htm.gz,29340,54b96049b89cd475d15b6b2853267f1cada195e163d55f94f9e0e26b2dcae9a3
Data/edgar/tmobile_filings/8-K/0001283699-17-000042_tmus09302017ex992.htm.gz,61535,d0d6584f4e6857c8db9cee269480c85a55e6b891f1e2598ace14ec17c585eb73
