final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02
943452,2022-03-15,Wabtec Corporation,Wabtec Corporation,2,HACK,False,1774,True,"The Maryland Office of the Attorney General reported that Wabtec Corporation experienced a data breach involving malware encryption on June 26, 2022, affecting 1,774 Maryland residents. The compromised information includes names, Social Security numbers, financial account information, payment card numbers, driver's licenses/state ID numbers, passport numbers, medical treatment/diagnosis information, health insurance information, and/or account usernames and passwords.",2022-12-30 00:00:00,2022-06-26 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Social Security number""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Social Security number""""]
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,VERIFIED,EDGAR name: WABTEC CORP,,0,,-0.7748,1.4117,-0.8924,1.0898,42.1697,26.8727,460977.77,472902.77,-15.297,81677.0,WAB,window,1,9.823,0.4452,0.0302,0.184,0,0,290.0,0,0.0,0,1,1,1,22.0
1000228,2023-09-27,"Henry Schein, Inc.","Henry Schein, Inc.",3,HACK,False,166432,True,"The Maine Office of the Attorney General reported a data breach involving Henry Schein, Inc. on December 6, 2023. The breach occurred on September 27, 2023, and was discovered on October 14, 2023, following an external system breach involving hacking, affecting approximately 29,112 individuals. Identity theft protection services were offered for 24 months through Experian's IdentityWorks.",2023-12-06 00:00:00,2023-12-05 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Phone number"""",""""Email address"""",""""Photograph"""",""""Date of birth"""",""""Government-issued identification numbers (e.g., Social Security number, driver's license or state identification number, passport number)"""",""""Username""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Demographic and background information""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial information (e.g., bank account information, credit card number, loans)""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""IP address""""]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Details of employment at the Company (e.g., job title, compensation)""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""State identification card number"""",""""Passport number"""",""""Financial account numbers"""",""""Credit card number"""",""""Medical history"""",""""Treatment information"""",""""Insurance information"""",""""Health insurance policy or ID number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Photograph"""",""""Telephone number"""",""""Bank account number"""",""""Credit card number"""",""""Health insurance information""""]}}}",BSO,VERIFIED,EDGAR name: HENRY SCHEIN INC,,0,,0.1318,-17.7406,0.103,-16.6683,15.157,17.861,551984.31,311200.57,2.704,82581.0,HSIC,window,1,9.0603,0.4573,0.0625,0.0848,0,0,70.0,0,0.0,1,0,1,1,50.0
1000564,2020-01-18,Communications & Power Industries LLC,Communications & Power Industries LLC,1,HACK,False,1,False,"The New Hampshire Attorney General's Office reported a data breach involving Communications & Power Industries LLC (CPI) on April 24, 2020. The breach, which occurred on or around January 18, 2020, involved malware that encrypted systems and potentially accessed the personal information of one New Hampshire resident, specifically their name and Social Security number.",2020-04-24 00:00:00,2020-04-09 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: COMMUNICATIONS & POWER INDUSTRIES INC,,0,,,,,,,,,,,,,,0,,,,,0,0,97.0,0,0.0,0,0,0,0,
1001082,2023-02-22,"DISH Network, LLC","DISH Network Corporation | DISH Network L.L.C. | DISH Network, LLC",7,HACK,False,300000,True,"The California Office of the Attorney General reported a data breach at DISH Network L.L.C. on May 18, 2023. The breach occurred on February 22 and 23, 2023, involving unauthorized extraction of certain personal information from internal servers, though customer databases were not accessed. The total number of individuals affected and specific types of compromised data remain unknown.",2023-05-15 00:00:00,2023-02-23 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Date of birth"""",""""Social Security Number"""",""""Current and previous addresses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee-related records""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (DISH equity; 920436 is operating LLC),"CAMPAIGN CH-22: 2 firm-day events collapsed [2023-02-22, 2023-02-23] (Gate 2 signed; record-count gaps not a distinctness signal)",0,Adjudicated untreated (7/28): satellite TV not a telecom service under 64.2011; no covered operation at breach dates,,,,,,,,,,,,,0,,,,,0,0,82.0,0,0.0,0,0,0,1,121.0
1001082,2023-05-17,"DISH Network, LLC","DISH Network, LLC",1,HACK,False,1429,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported that DISH Network, LLC experienced a data breach on May 17, 2023, affecting 1,429 residents. The compromised information included electronic records consisting of account numbers, drivers' licenses, and credit/debit card numbers.",2023-05-17 00:00:00,2023-05-17 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""AccountNumber"""",""""DriversLicenses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""DriversLicenses"""",""""Credit/DebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""AccountNumber"""",""""Credit/DebitNumbers""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (DISH equity; 920436 is operating LLC),,0,Adjudicated untreated (7/28): satellite TV not a telecom service under 64.2011; no covered operation at breach dates,,,,,,,,,,,,,0,,,,,1,1,0.0,0,1.0,0,0,1,1,37.0
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,The Est̩e Lauder Companies Inc.,1,HACK,False,3,False,"The Maine Office of the Attorney General reported a data breach involving The Est̩e Lauder Companies Inc. on October 19, 2023. The breach occurred between May 30 and June 1, 2023, due to an external system breach affecting files transferred through Progress Software's MOVEit Transfer, compromising the driver's license number and Social Security number of 3 individuals, including 1 resident of Maine.",2023-10-19 00:00:00,2023-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Driver's license number"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-G rescue: text-encoding artifact defeated matching; legacy 1001250 was correct (ticker EL -> CIK 1001250),,0,,-15.7736,-31.3343,-15.9384,-29.8583,20.4049,62.5212,340733.42,2833491.21,42.1163,82642.0,EL,window,1,9.948,0.6924,0.1143,0.2369,0,0,171.0,0,0.0,0,0,0,1,115.0
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,The Est̩e Lauder Companies Inc.,1,HACK,False,1453,False,"The Washington State Office of the Attorney General reported a data breach involving The Est̩e Lauder Companies Inc. on October 18, 2023. The breach was discovered on May 31, 2023, and involved unauthorized access via the MOVEit Transfer solution, affecting approximately 1,453 Washington residents whose personal information, including names, email addresses, postal addresses, and dates of birth, was compromised.",2023-10-18 00:00:00,2023-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""E-mail address"""",""""Postal address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full Date of Birth""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-G rescue: text-encoding artifact defeated matching; legacy 1001250 was correct (ticker EL -> CIK 1001250),,0,,-7.1673,-7.3148,-7.2684,-8.1899,57.0672,38.016,2659010.28,1059140.96,-19.0512,82642.0,EL,window,1,9.948,0.6924,0.1143,0.2369,1,1,141.0,0,0.0,0,0,1,1,86.0
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,The Est̩e Lauder Companies Inc.,1,HACK,False,150511,False,"The Washington State Office of the Attorney General reported that The Est̩e Lauder Companies Inc. experienced a cyberattack on July 11, 2023, affecting approximately 150,535 Washington residents. The breach involved unauthorized access to personal information, including names, dates of birth, email addresses, and passwords, with the notification made on August 31, 2023.",2023-08-31 00:00:00,2023-08-20 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Corporate email addresses"""",""""Work phone numbers"""",""""Employee ID numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Demographic information""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Products purchased and recommended"""",""""Date and location of purchase or services""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Work locations"""",""""Roles (employee or consultant)"""",""""Managers and direct reports"""",""""Dates of last password change or login""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Clear-text Company system passwords"""",""""Hashed Company system passwords""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-G rescue: text-encoding artifact defeated matching; legacy 1001250 was correct (ticker EL -> CIK 1001250),,0,,-5.9843,-24.3455,-6.0335,-21.8317,33.1627,28.3819,1026344.14,1092296.76,-4.7808,82642.0,EL,window,1,10.0611,0.7259,0.043,0.1604,2,2,51.0,0,0.0,0,0,1,1,44.0
1002517,2014-12-10,"Nuance Communications, Inc.","Nuance Communications, Inc.",1,HACK,False,1260,False,"On March 20, 2015, the New Hampshire Attorney General's Office was notified by Nuance Communications, Inc. regarding a data breach involving Anthem, Inc. The breach, which began on or about December 10, 2014, affected 1,260 members of a health plan administered by Blue Cross Blue Shield of Massachusetts, with 152 individuals residing in New Hampshire. The compromised data included names, dates of birth, gender, health plan member IDs, addresses, phone numbers, email addresses, and employment information, but did not include social security numbers or financial information.",2015-03-20 00:00:00,2015-01-29 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Date of birth"""", """"Health plan member ID"""", """"Address"""", """"Phone number"""", """"Email address""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Gender""""]
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Employment information""""]
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,VERIFIED-GATE1,Gate1-B: pre-3/2022 registrant,,0,,,,,,,,,,,,,,0,,,,,0,0,100.0,0,0.0,1,0,1,1,51.0
1011006,2012-07-11,Yahoo! Voices,Yahoo! Voices,1,HACK,False,400000,False,"The Wisconsin Department of Justice reported on July 12, 2012, that Yahoo! Voices experienced a data breach on July 11, 2012, where over 400,000 user email addresses and passwords were stolen and posted online in plain text. The breach affects users of Yahoo!, Gmail, MSN, Hotmail, Comcast, and AOL because Yahoo! Voices allows sign-ins with various email addresses.",2012-07-12 00:00:00,2012-07-11 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Passwords""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-B: YHOO registrant (later Altaba),,0,,-2.8122,-10.8186,-2.8204,-11.0075,18.0882,24.7441,2878923.54,11033385.37,6.6559,83435.0,YHOO,window,1,,,,,0,0,1.0,0,1.0,0,1,1,1,2.0
1011006,2013-08-01,Yahoo! Inc.,"Yahoo! Inc. | Yahoo, Inc.",2,HACK,False,1000000000,True,"On December 14, 2016, the California Office of the Attorney General reported data security issues concerning Yahoo! Inc. A third party claimed to have Yahoo user data that was stolen in August 2013, affecting over one billion user accounts. The compromised information may have included names, email addresses, phone numbers, and hashed passwords, but not payment card or bank account data.",2016-12-14 00:00:00,2013-08-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""names"""",""""email addresses"""",""""telephone numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""hashed passwords (using MD5)"""",""""encrypted or unencrypted security questions and answers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-B: YHOO registrant (later Altaba),,0,,-2.9005,3.5463,-2.8831,3.3402,44.636,22.5316,15571347.81,2734478.0,-22.1044,83435.0,YHOO,window,1,,,,,1,0,1231.0,0,0.0,0,0,0,1,167.0
1011006,2014-12-01,Yahoo,Yahoo | Yahoo! Inc.,2,HACK,False,500000000,True,"The California Office of the Attorney General reported a data breach involving Yahoo! Inc. on September 22, 2016. A copy of user account information, potentially affecting at least 500 million accounts, was stolen in late 2014 by what Yahoo believes to be a state-sponsored actor. The stolen information may have included names, email addresses, telephone numbers, dates of birth, and hashed passwords, but did not include unprotected passwords, payment card data, or bank account information.",2016-09-22 00:00:00,2014-12-01 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""names"""", """"email addresses"""", """"telephone numbers"""", """"dates of birth""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""hashed passwords"""", """"encrypted or unencrypted security questions and answers""""]
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,VERIFIED-GATE1,Gate1-B: YHOO registrant (later Altaba),,0,,-3.2738,-5.5411,-3.2832,-5.4968,23.6449,26.3108,11605912.08,5633271.72,2.6659,83435.0,YHOO,window,1,,,,,2,0,661.0,0,0.0,0,0,0,0,
1011006,2016-08-13,Yahoo Inc.,Yahoo Inc.,2,HACK,False,2448000,True,"The Maine Office of the Attorney General reported on February 15, 2017, that Yahoo Inc. experienced a data breach on August 13, 2016, affecting an additional 27,413 Maine account holders. The compromised information includes names, email addresses, telephone numbers, birthdates, hashed passwords, and in some cases, encrypted or unencrypted security questions and answers.",2016-12-14 00:00:00,2016-08-13 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Email address"""",""""Telephone number"""",""""Birthdate""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Hashed passwords"""",""""Security questions and answers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-B: YHOO registrant (later Altaba),,0,,4.1742,3.8962,4.1794,3.6365,21.3123,20.1796,7392759.1,3495690.54,-1.1327,83435.0,YHOO,window,1,,,,,3,0,123.0,0,0.0,0,0,0,1,149.0
1041061,2023-01-13,"Yum! Brands, Inc.","Yum! Brands, Inc.",2,HACK,False,300000,True,"On April 7, 2023, the Washington State Office of the Attorney General reported a data breach incident involving Yum! Brands, Inc., which occurred on January 13, 2023, due to a ransomware cyberattack. Approximately 1,220 individuals were affected, with exposed personal information including names, Social Security numbers, driver's license numbers, and medical information.",2023-04-07 00:00:00,2023-01-14 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number"""",""""Driver's License or Washington ID Card Number"""",""""Full Date of Birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Driver's License or Washington ID Card Number"""",""""Health Insurance Policy or ID Number"""",""""Medical Information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: TRICON GLOBAL RESTAURANTS INC,,0,,-2.8294,-1.0275,-2.8192,-1.0093,15.3796,16.0848,724180.17,550026.99,0.7052,85348.0,YUM,window,1,8.6735,2.5183,0.2267,0.3534,0,0,84.0,0,0.0,1,0,0,1,167.0
