final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence
905036,2020-01-01,"Marriott International, Inc.","Marriott International, Inc.",1,INSD,False,5200000,False,"The Wisconsin Department of Justice reported a data breach involving Marriott International, Inc. on March 31, 2020. The breach, which may have begun in mid-January 2020, potentially affected approximately 5.2 million individuals, including an unknown number of Wisconsin residents, with exposed information including names, email addresses, and loyalty account details.",2020-03-31 00:00:00,2020-02,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Mailing address"""",""""Email address"""",""""Phone number"""",""""Loyalty account number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Loyalty account points balance"""",""""Linked airline loyalty programs and numbers"""",""""Stay/room preferences""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Company""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone number"""",""""Loyalty account number and points balance""""]}}}",BSO,VERIFIED,EDGAR name: MARRIOTT INTERNATIONAL INC,,0,
908937,2012-03-19,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,INSD,False,7,False,"The New Hampshire Attorney General's Office reported a data breach involving Sirius XM Radio Inc. on April 6, 2012. The breach, which occurred on March 19, 2012, involved unauthorized recording of credit card information by three employees of a contractor, affecting 234 individuals, including one New Hampshire resident.",2012-04-06 00:00:00,2012-03-19 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2012-04-12,Sirius XM Satellite Radio,Sirius XM Satellite Radio,1,HACK,False,1528,False,"On April 12, 2012, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sirius XM Satellite Radio, affecting 2 residents. The breach compromised electronic records, specifically Credit/Debit Numbers.",2012-04-12 00:00:00,2012-04-12 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card numbers"""",""""Debit card numbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card numbers"""",""""Debit card numbers""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-02-01,Sirius XM Radio Inc.,Sirius XM Radio Inc.,2,HACK,False,76,True,"On March 17, 2016, the New Hampshire Department of Justice received a notice from Sirius XM Radio Inc. regarding a security breach affecting one New Hampshire resident. The breach involved unauthorized access to the customer's online account credentials, potentially exposing their account number, street address, email address, nickname of the radio, and method of payment, but not payment card or bank account data. A total of 165 individuals were affected.",2016-03-17 00:00:00,2016-02-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Sirius XM customer account number"""",""""Street address"""",""""Email address"""",""""Nickname of the customer's radio"""",""""User name"""",""""Password""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Method of payment for SiriusXM services (credit card or check)""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-04-05,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,HACK,False,3,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sirius XM Radio Inc. on April 5, 2016. The breach affected 2 residents, compromising electronic records that included credit and debit numbers.",2016-04-05 00:00:00,2016-04-05 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-08-20,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,HACK,False,3,False,"The Indiana Office of the Attorney General reported a data breach involving SiriusXM Radio Inc on September 14, 2016. The breach occurred on August 20, 2016, affecting a total of 37 individuals, of which 3 were residents of Indiana.",2016-09-14 00:00:00,2016-08-20 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-09-26,Sirius XM Radio Inc,Sirius XM Radio Inc,1,HACK,False,251,False,"The Indiana Office of the Attorney General reported that SiriusXM Radio Inc experienced a data breach on September 26, 2016, affecting a total of 251 individuals, including 6 residents of Indiana. The breach was reported on October 3, 2016.",2016-10-03 00:00:00,2016-09-26 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-10-04,"Sirius XM Radio, Inc.","Sirius XM Radio, Inc.",1,HACK,False,9,False,"On October 4, 2016, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sirius XM Radio, Inc. This incident affected 9 residents and compromised electronic records specifically containing account numbers.",2016-10-04 00:00:00,2016-10-04 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""AccountNumber""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-10-31,Sirius XM Radio Inc.,Sirius XM Radio Inc | Sirius XM Radio Inc.,4,HACK,False,352,True,"The New Hampshire Department of Justice reported that Sirius XM Radio Inc. experienced a data breach affecting two New Hampshire residents on November 10, 2016. The breach, discovered on October 31, 2016, involved unauthorized access to customer account information but did not compromise payment card or bank account data. A total of 352 individuals' names may have been accessed, and affected residents were notified by November 11, 2016.",2016-11-10 00:00:00,2016-10-31 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Customer account number"""", """"Street address"""", """"Email address"""", """"Nickname of radio""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Method of payment for services (credit card or check)""""]
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-11-15,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,HACK,False,3,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sirius XM Radio Inc. on November 15, 2016. The breach affected 3 residents, with electronic records specifically including account numbers being compromised.",2016-11-15 00:00:00,2016-11-15 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account number""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-12-04,Sirius XM Radio Inc,Sirius XM Radio Inc,1,HACK,False,5,False,"The Indiana Office of the Attorney General reported a data breach involving Sirius XM Radio Inc. on December 16, 2016. The breach occurred on December 4, 2016, affecting a total of 171 individuals, of which 5 are residents of Indiana.",2016-12-16 00:00:00,2016-12-04 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2016-12-19,"Sirius XM Radio, Inc.","Sirius XM Radio, Inc.",1,HACK,False,381,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported on December 19, 2016, that Sirius XM Radio, Inc. experienced a data breach affecting 5 individuals. The breach compromised electronic records, specifically account numbers.",2016-12-19 00:00:00,2016-12-19 00:00:00,"{""""Encryption Status"""": """"Unencrypted"""", """"Categories Affected"""": {""""Personal Identifiers"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Protected Classification Characteristics"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Commercial Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Biometric Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Internet or Network Activity"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Geolocation Data"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Sensory Data"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Professional or Employment-Related Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Education Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Inferences Drawn from Personal Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Sensitive Personal Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Customer Records"""": {""""Affected"""": """"Yes"""", """"Examples"""": [""""Account number""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2017-01-06,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,HACK,False,49887,False,"The Maryland Office of the Attorney General reported a data breach involving Sirius XM Radio Inc. on January 25, 2017. The breach, which occurred on January 6, 2017, involved the credentials of eight Maryland residents being accessed, including their customer account numbers and personal information, while no payment card or bank account data was accessed. An outside hacker gained access through validated usernames and passwords.",2017-01-25 00:00:00,2017-01-06 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Customer account number"""",""""Street address"""",""""Email address"""",""""Nickname of the customers' radio"""",""""Username"""",""""Password""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Method of payment (credit card or check)""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2017-01-25,"Sirius XM Radio, Inc.","Sirius XM Radio, Inc.",1,HACK,False,10,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sirius XM Radio, Inc. on January 25, 2017. The breach affected 10 residents and involved the exposure of electronic records, specifically account numbers.",2017-01-25 00:00:00,2017-01-25 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account number""""]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2017-08-06,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,HACK,False,76,False,"The Maryland Office of the Attorney General reported on August 31, 2017, that Sirius XM Radio Inc. experienced a data breach affecting four Maryland residents and potentially exposing their online account credentials. The breach was identified on August 18, 2017, when it was discovered that an outside hacker validated usernames and passwords to gain access to customer information, although no payment card or bank account data was accessed.",2017-08-31 00:00:00,2017-08-09 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Sirius XM customer account number"""",""""Street address"""",""""Email address"""",""""Nickname of the customers' radio"""",""""Username"""",""""Password""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
908937,2017-09-18,Sirius XM Radio Inc.,Sirius XM Radio Inc.,1,HACK,False,279,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported on September 18, 2017, a data breach involving Sirius XM Radio Inc. that affected 1 resident. The breach involved compromised electronic records, specifically credit/debit numbers.",2017-09-18 00:00:00,2017-09-18 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (SIRI continuous registrant),,0,
911167,2024-06-20,Ariel Corporation,Ariel Corporation,1,HACK,False,4,False,"The New Hampshire Department of Justice reported a data breach involving Ariel Corporation on December 3, 2024. The breach, which occurred between June 20, 2024, and June 27, 2024, potentially affected the personal information of approximately four New Hampshire residents. No specific details on the types of compromised information were provided, and to date, there are no known reports of identity fraud related to the incident.",2024-12-03 00:00:00,2024-06-27 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: ARIEL CORP,,0,
