org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,legacy_cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,resolved_cik,grade,method,evidence
"iHeartMedia + Entertainment, Inc.",2025-04-30 00:00:00,2024-12-24,2024-12-27 00:00:00,"On April 30, 2025, the New Hampshire Attorney General's Office was notified by iHeartMedia + Entertainment, Inc. of a data security incident affecting five New Hampshire residents. The incident involved unauthorized access to files between December 24, 2024, and December 27, 2024, and iHeartMedia is offering one year of complimentary credit monitoring to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,472,HACK,IHRT,1437107,4832,515111,"iHeartMedia + Entertainment, Inc.",0,0,0,0,1457738.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: CLEAR CHANNEL BROADCASTING, INC."
"IMA Financial Group, Inc.",2023-07-05 00:00:00,2022-10-19,2023-03-10 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving IMA Financial Group, Inc. on July 5, 2023. The breach, which occurred on October 19, 2022, potentially affected the personal information of 39 New Hampshire residents. IMA has implemented additional security measures and is offering complimentary credit monitoring and identity protection services to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First Name"""",""""Last Name"""",""""Address 1"""",""""Address 2"""",""""City"""",""""State"""",""""Zip"""",""""Social Security number"""",""""Email address"""",""""Phone number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employer""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,39,HACK,PNC,713676,6200,511210,"IMA Financial Group, Inc.",0,0,0,0,1673769.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: IMA FINANCIAL GROUP, INC."
"IMA Financial Group, Inc.",2023-04-22 00:00:00,2022-10-19,2023-03-10 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving IMA Financial Group, Inc. on June 28, 2023. The breach, discovered on October 19, 2022, potentially affected 455 Maryland residents, with compromised personal information including names, driver's license information, Social Security numbers, and medical information. IMA has taken steps to secure its systems and is offering 12 months of credit monitoring to affected individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Driver's license information"""",""""Social Security numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers"""",""""Driver's license information"""",""""High-level medical information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,455,HACK,PNC,713676,6200,511210,"IMA Financial Group, Inc.",0,0,0,0,1673769.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: IMA FINANCIAL GROUP, INC."
"IMA Financial Group, Inc.",2023-07-06 00:00:00,2022-10-18,2022-10-19 00:00:00,"The Maine Office of the Attorney General reported a data breach involving IMA Financial Group, Inc. on July 6, 2023. The breach occurred between October 18 and October 19, 2022, affecting 48,358 individuals, with the compromised information including driver's license numbers. IMA is offering 12 months of credit monitoring and identity protection services to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's License Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's License Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,48358,HACK,PNC,713676,6200,511210,"IMA Financial Group, Inc.",0,0,0,0,1673769.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: IMA FINANCIAL GROUP, INC."
Impact Mobile Home Communities,2020-05-11 00:00:00,2019-07-01,2019-07-31 00:00:00,"On May 11, 2020, the New Hampshire Attorney General's Office reported a data breach involving Impact Mobile Home Communities that potentially affected the personal information of approximately four New Hampshire residents. The breach involved unauthorized access to employee email accounts between July 1, 2019, and July 31, 2019, with types of compromised information including names, Social Security numbers, and financial account numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Financial account number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4,HACK,TMUS,1283699,4833,511210,Impact Mobile Home Communities,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Impact Mobile Home Communities,2020-05-05 00:00:00,2018-10-03,2019-07-31 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Impact Mobile Home Communities on May 5, 2020. The breach occurred over multiple periods from October 3, 2018 to July 8, 2019, and July 1, 2019 to July 31, 2019, affecting a total of 15,067 individuals, with driver's license numbers being the compromised data type.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,15067,HACK,TMUS,1283699,4833,511210,Impact Mobile Home Communities,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Indian Industries, Inc. d/b/a RAVE Sports",2021-07-02 00:00:00,2021-01-05,2021-02-09 00:00:00,"The Maine Office of the Attorney General reported that Indian Industries, Inc., doing business as RAVE Sports, experienced a data breach due to external system hacking, specifically email phishing, occurring between January 5, 2021, and February 9, 2021. The breach affected a total of 70 individuals, of which 1 was a resident. Social Security Numbers were compromised in this incident, and identity theft protection services from Experian, specifically IdentityWorks Credit 3B, were offered to affected individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,70,HACK,CF,1324404,1000,511210,"Indian Industries, Inc. d/b/a RAVE Sports",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
InterActive Financial Marketing Group,2008-08-18 00:00:00,2007-11-01,2008-02,"The New Hampshire Department of Justice reported that InterActive Financial Marketing Group experienced a data breach involving 379 New Hampshire residents on August 18, 2008. The breach was due to unauthorized access to a computer server, potentially exposing names, addresses, birthdates, and social security numbers, but no credit card information was affected.","{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Names"""", """"Addresses"""", """"Birthdates"""", """"Social Security numbers""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Social Security numbers""""]
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,379,HACK,PNC,713676,6200,511210,InterActive Financial Marketing Group,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
International Paper Company,2023-11-17 00:00:00,2023-05-30,2023-05-30 00:00:00,"On November 17, 2023, the Washington State Office of the Attorney General reported a data breach involving the International Paper Company that occurred on May 30, 2023, due to unauthorized access to a MOVEit Transfer server, affecting 1,057 individuals. Compromised data included names, Social Security Numbers, full dates of birth, and health insurance policy or ID numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Full Date of Birth"""",""""Health Insurance Policy or ID Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,9999,HACK,IP,51434,1000,511210,International Paper Company,0,0,0,0,1283246.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTERNATIONAL PAPER CO
"Intuit, Inc.",2008-09-05 00:00:00,2008-05-26,2008-05-26 00:00:00,"The New Hampshire Attorney General reported that Intuit, Inc. experienced a data breach involving the theft of computers from their benefit administration vendor's office in Walnut Creek, California, on May 26, 2008. Approximately 15 New Hampshire residents may be affected by the breach, which involved exposure of names, addresses, Social Security numbers, and birthdates of current and former employees and their dependents. The breach was reported on September 5, 2008.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Addresses"""",""""Social Security numbers"""",""""Birthdates""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,15,PORT,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
Intuit,2008-09-24 00:00:00,2008-09-24,2008-09-24 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported that Intuit experienced a data breach on September 24, 2008, affecting 228 residents. The compromised information includes Social Security Numbers (SSN) and account numbers from electronic records.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account Number""""]}}}",BSO,228,HACK,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
Intuit Inc.,2015-02-15 00:00:00,2014-04-18,2014-04-18 00:00:00,"The Indiana Office of the Attorney General reported that Intuit Inc. experienced a data breach on April 18, 2014, affecting a total of 1,159 individuals, including 91 residents. The breach notification was reported on February 15, 2015.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,91,INSD,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
Intuit Inc.,2015-02-15 00:00:00,2014-04-01,2014-09-08 00:00:00,"The Maine Office of the Attorney General reported that Intuit Inc. experienced a data breach discovered on January 30, 2015, affecting 37 residents. The breach occurred between April 2014 and September 8, 2014, compromising names or personal identifiers in combination with Social Security Numbers (SSN) and financial information including account numbers and security codes.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name or other personal identifier"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Financial account number with security code, access code, password or PIN""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account number"""",""""Credit or debit card number"""",""""Security code"""",""""Access code"""",""""Password"""",""""PIN""""]}}}",BSO,889,INSD,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
"Intuit, Inc.",2015-04-07 00:00:00,2014-02-01,2014-02-01 00:00:00,"The Indiana Office of the Attorney General reported that Intuit Inc. experienced a data breach on February 1, 2014, affecting a total of 27,000 individuals, including 618 residents of Indiana. The breach notification was reported on April 7, 2015.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,967,INSD,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
Intuit,2015-04-07 00:00:00,2015-04-07,2015-04-07 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit on April 7, 2015. The breach affected 1,385 residents and involved electronic records, specifically Social Security Numbers (SSN).","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1385,INSD,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
Intuit,2015-04-14 00:00:00,2015-04-14,2015-04-14 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit on April 14, 2015. The breach affected 134 residents and potentially compromised electronic records, specifically Social Security Numbers (SSNs) and account numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Account number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account number""""]}}}",BSO,134,INSD,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
Intuit,2015-05-20 00:00:00,2015-05-20,2015-05-20 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit on May 20, 2015. The breach affected 34 residents and involved the exposure of credit/debit numbers from electronic records.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card numbers"""",""""Debit card numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,34,INSD,INTU,896878,7372,541511,,0,0,0,0,896878.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: INTUIT INC
