final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_invalid,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02,bdt,rdt,e2_pre_sd,e2_post_sd,e2_vol_change,e2_anchor_year,e2_n_pre,e2_n_post,e2_anchor_found,sich,sic2,prior_records_oldstyle,delay_w,prior_events,size_q,year,garch_dv
896878,2017-02-20,Intuit Inc.,Intuit Inc.,1,HACK,False,5123,False,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc. on March 10, 2017, which occurred on February 20, 2017. The incident affected a total of 5,123 individuals, with 19 residents specifically affected.",2017-03-10 00:00:00,2017-02-20 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,4.6518,-3.1139,4.5625,-3.289,10.3206,23.9689,512111.22,547678.42,13.6483,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,42,27,18.0,0,0,0.0,0,0,0,1,151.0,2017-02-20,2017-03-10,1.449972,0.790064,-0.659908,2017.0,21,21,True,7372.0,73,52,18.0,42.0,Q1 (smallest),2017,-0.08529477452369416
896878,2017-02-28,Intuit Inc.,"Intuit | Intuit Inc. | Intuit, Inc.",4,HACK,False,3309,True,"On March 17, 2017, the New Hampshire Attorney General reported a data breach involving Intuit Inc. The breach, which occurred between February 28, 2017, and March 6, 2017, affected 10 New Hampshire customers of Intuit's TurboTax business due to unauthorized access using stolen login credentials. The compromised information included names, Social Security numbers, addresses, dates of birth, driver’s license numbers, and financial information.",2017-03-17 00:00:00,2017-03-31 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address(es)"""",""""Date of birth"""",""""Driver's license number"""",""""Username""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial information (e.g., salary and deductions)""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,"CAMPAIGN CH-15: 2 firm-day events collapsed [2017-02-28, 2017-03-02] (Gate 2 signed; record-count gaps not a distinctness signal)",0,,0.0996,-5.068,0.1012,-4.959,21.6263,10.6802,674518.37,691319.07,-10.9461,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,43,27,17.0,0,0,0.0,0,0,0,1,143.0,2017-02-28,2017-03-17,1.448029,0.686827,-0.761202,2017.0,21,21,True,7372.0,73,53,17.0,43.0,Q1 (smallest),2017,-0.11329481468075087
896878,2017-03-12,Intuit Inc.,Intuit Inc.,1,HACK,False,1048,False,"On March 29, 2017, the Indiana Office of the Attorney General reported a data breach involving IntuitInc, which occurred on March 12, 2017. The breach affected a total of 1,048 individuals, including 27 residents of Indiana.",2017-03-29 00:00:00,2017-03-12 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,-1.6219,-5.9185,-1.6121,-5.8628,20.9273,11.8614,663495.33,998468.08,-9.0659,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,44,26,17.0,0,0,0.0,0,0,0,1,131.0,2017-03-12,2017-03-29,1.514951,1.93653,0.42157900000000015,2017.0,21,21,True,7372.0,73,57,17.0,44.0,Q1 (smallest),2017,0.056641643601230696
896878,2017-04-02,"Intuit, Inc.","Intuit | Intuit, Inc.",2,HACK,False,92,True,"The Indiana Office of the Attorney General reported that IntuitInc experienced a data breach on April 2, 2017, affecting a total of 845 individuals, including 11 residents. The breach was reported on April 17, 2017.",2017-04-17 00:00:00,2017-04-02 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,"NEAR-DUPLICATE CHAIN CH-16: 2 firm-day events collapsed [2017-04-02, 2017-04-04] (Gate 2 signed; record-count gaps not a distinctness signal)",0,,2.7305,8.5286,2.7524,8.6252,21.9667,31.7505,882401.49,1067058.52,9.7838,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,45,24,15.0,0,0,0.0,0,0,0,1,110.0,2017-04-02,2017-04-17,0.766906,1.974977,1.208071,2017.0,21,21,True,7372.0,73,58,15.0,45.0,Q1 (smallest),2017,2.220446049250313e-16
896878,2017-04-17,Intuit Inc,Intuit Inc | Intuit Inc.,2,HACK,False,14592,True,"The Indiana Office of the Attorney General reported that Intuit Inc experienced a data breach on April 17, 2017, affecting a total of 744 individuals, including 2 residents of Indiana. The report was made on May 5, 2017.",2017-05-05 00:00:00,2017-04-17 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,"NEAR-DUPLICATE CHAIN CH-17: 2 firm-day events collapsed [2017-04-17, 2017-04-19] (Gate 2 signed; record-count gaps not a distinctness signal)",0,,-1.2974,14.5257,-1.3088,15.4335,11.0165,30.8596,970524.96,1032724.16,19.8431,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,46,23,18.0,0,0,0.0,0,0,0,1,95.0,2017-04-17,2017-05-05,2.001585,1.627891,-0.37369399999999997,2017.0,21,21,True,7372.0,73,60,18.0,46.0,Q1 (smallest),2017,6.661338147750939e-16
896878,2017-04-30,Intuit Inc,Intuit Inc,1,HACK,False,298,False,"The Indiana Office of the Attorney General reported that Intuit Inc experienced a data breach on April 30, 2017, affecting a total of 298 individuals, with 1 resident specifically noted. The breach was reported on May 17, 2017.",2017-05-17 00:00:00,2017-04-30 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,0.3777,8.935,0.3806,9.282,29.4705,24.874,1098842.02,1107343.19,-4.5965,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,47,23,17.0,0,0,0.0,0,0,1,1,82.0,2017-04-30,2017-05-17,1.924728,1.538672,-0.38605599999999995,2017.0,21,21,True,7372.0,73,62,17.0,47.0,Q1 (smallest),2017,-1.2558102424620188e-07
896878,2017-06-01,Intuit Inc.,Intuit Inc.,1,HACK,False,15,False,"The Maine Office of the Attorney General reported that Intuit Inc. experienced a data breach on or before June 22, 2017, affecting 1 resident. The compromised information included a name or other personal identifier in combination with Social Security Number (SSN) and Driver's license number or non-driver identification number. The breach was reported on July 21, 2017.",2017-07-21 00:00:00,2017-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name or other personal identifier"""",""""Social Security Number"""",""""Driver's license number"""",""""Non-driver identification number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Driver's license number"""",""""Non-driver identification number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,0.383,-7.8548,0.3821,-7.805,34.5446,13.4986,1216602.64,331492.81,-21.046,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,48,22,50.0,0,0,0.0,0,0,1,1,50.0,2017-06-01,2017-07-21,0.809663,1.153572,0.343909,2017.0,21,21,True,7372.0,73,63,50.0,48.0,Q1 (smallest),2017,-4.440892098500626e-16
896878,2017-06-14,"Intuit, Inc.","Intuit, Inc.",1,HACK,False,168,False,"On June 14, 2017, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit, Inc., which affected 280 residents. The breach involved the exposure of electronic records, specifically Social Security Numbers (SSN) and account numbers.",2017-06-14 00:00:00,2017-06-14 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account number""""]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,0.8048,-3.5551,0.8043,-3.6062,23.3645,12.5659,955317.88,350732.26,-10.7986,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,49,21,0.0,0,0,1.0,0,0,1,1,37.0,2017-06-14,2017-06-14,1.542845,0.844198,-0.698647,2017.0,21,21,True,7372.0,73,64,0.0,49.0,Q1 (smallest),2017,-3.248290525448283e-12
896878,2017-07-30,"Intuit, Inc.","Intuit Inc. | Intuit, Inc.",2,HACK,False,213487,True,"The Indiana Office of the Attorney General reported that IntuitInc experienced a data breach on July 30, 2017, affecting a total of 396 individuals, including 1 resident. The breach was reported on August 15, 2017.",2017-08-15 00:00:00,2017-07-30 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,"NEAR-DUPLICATE CHAIN CH-18: 2 firm-day events collapsed [2017-07-30, 2017-08-01] (Gate 2 signed; record-count gaps not a distinctness signal)",0,,0.5763,3.7955,0.5696,3.8039,12.4694,17.5706,336078.54,503880.84,5.1012,78975.0,INTU,window,1,8.3547,0.7268,0.2304,0.3153,50,22,16.0,0,0,0.0,0,1,1,1,23.0,2017-07-30,2017-08-15,0.598276,0.821557,0.22328099999999995,2017.0,21,21,True,7372.0,73,65,16.0,50.0,Q1 (smallest),2017,6.661338147750939e-16
896878,2017-08-08,Intuit Inc.,Intuit Inc.,1,HACK,False,18,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported on August 8, 2017, that Intuit Inc. experienced a data breach affecting 3 residents. The breach involved the exposure of electronic records, specifically Social Security Numbers (SSN), account numbers, and driver's licenses.",2017-08-08 00:00:00,2017-08-08 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Account number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,1.5073,4.4415,1.4872,4.4995,10.6419,17.9101,349905.5,517177.28,7.2682,78975.0,INTU,window,1,8.3109,0.6672,0.2387,0.315,51,22,0.0,0,0,1.0,0,1,1,1,14.0,2017-08-08,2017-08-08,0.612949,1.052086,0.4391370000000001,2017.0,21,21,True,7372.0,73,67,0.0,51.0,Q1 (smallest),2017,2.220446049250313e-15
896878,2017-08-16,Intuit Inc.,Intuit Inc.,1,HACK,False,294,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit Inc. on August 16, 2017. The breach affected 294 residents and involved exposure of Social Security Numbers (SSN), account numbers, and driver's licenses.",2017-08-16 00:00:00,2017-08-16 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Account number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Account number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,-0.8305,0.7597,-0.8798,0.6675,11.3956,15.7615,249526.98,450663.84,4.3659,78975.0,INTU,window,1,8.3109,0.6672,0.2387,0.315,52,23,0.0,0,0,1.0,0,1,1,1,6.0,2017-08-16,2017-08-16,0.600438,0.773349,0.17291099999999993,2017.0,21,21,True,7372.0,73,68,0.0,52.0,Q1 (smallest),2017,0.0
896878,2017-08-25,Intuit Inc.,Intuit Inc.,1,HACK,False,150,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit Inc. on August 25, 2017. The breach affected 150 individuals and involved the compromise of electronic records containing Social Security Numbers (SSN) and account numbers.",2017-08-25 00:00:00,2017-08-25 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account number""""]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,3.0308,1.7512,3.106,1.7878,15.6537,10.1877,453229.87,333741.42,-5.466,78975.0,INTU,window,1,8.3109,0.6672,0.2387,0.315,53,23,0.0,0,0,1.0,0,0,1,1,55.0,2017-08-25,2017-08-25,0.941253,0.660703,-0.28054999999999997,2017.0,21,21,True,7372.0,73,69,0.0,53.0,Q1 (smallest),2017,0.0
896878,2017-09-01,Intuit Inc,Intuit Inc,1,HACK,False,58,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit Inc on September 1, 2017. The breach affected 58 residents, compromising electronic records that included Social Security Numbers and driver's licenses.",2017-09-01 00:00:00,2017-09-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,0.1057,-1.1948,0.1107,-1.2861,16.5281,10.7109,506671.87,369192.52,-5.8172,78975.0,INTU,window,1,8.3109,0.6672,0.2387,0.315,54,24,0.0,0,0,1.0,0,0,1,1,48.0,2017-09-01,2017-09-01,1.153572,0.704769,-0.44880300000000006,2017.0,21,21,True,7372.0,73,70,0.0,54.0,Q1 (smallest),2017,-0.16843248096937258
896878,2017-10-17,Intuit,Intuit,1,HACK,False,21,False,"On October 17, 2017, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit that affected 43 residents. The breach compromised electronic records, including Social Security Numbers (SSN), account numbers, and drivers' licenses.",2017-10-17 00:00:00,2017-10-17 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Account Number"""",""""Driver's License Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Driver's License Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTUIT INC,,0,,2.4322,4.0638,2.4569,4.0944,10.9856,11.3586,388972.51,241056.43,0.373,78975.0,INTU,window,1,8.3109,0.6672,0.2387,0.315,55,23,0.0,0,0,1.0,0,1,1,1,2.0,2017-10-17,2017-10-17,0.688294,1.169355,0.48106099999999996,2017.0,21,21,True,7372.0,73,71,0.0,55.0,Q1 (smallest),2017,2.4424906541753444e-15
