accession,section_text
0001140361-21-005386,"On February 16, 2021, the Board of Directors (the “Board”) of Frontier Communications Corporation (the “Company”) appointed Nick Jeffery to serve as Chief Executive Officer of the Company effective as of March 4, 2021, following a brief transition period commencing February 22, 2021. Mr. Jeffery will be appointed as a member of the Board upon the Company’s emergence from Chapter 11 bankruptcy. The terms of Mr. Jeffery’s employment agreement and related matters are set forth in the Company’s Current Report on Form 8-K filed on December 15, 2020. Mr. Jeffery will succeed Bernard L. Han, who will step down as President and Chief Executive Officer on March 4, 2021. On February 18, 2021, the Company entered into a Transition Agreement with Mr. Han pursuant to which Mr. Han (a) will step down as President and Chief Executive Officer on the date on which Nick Jeffrey commences employment as President and Chief Executive Officer of the Company, (b) will continue to provide transition services as a Senior Advisor and serve as a member of our Board of Directors through the date of the Company’s emergence from Chapter 11 bankruptcy and (c) will generally receive separation payments and benefits consistent with those payable upon a qualifying termination of employment under the Employment Agreement, dated December 3, 2019, by and between the Company and Mr. Han (which is filed as Exhibit 10.1 to the Company’s Current Report on Form 8-K, filed with the Securities and Exchange Commission on December 3, 2019), except that Mr. Han’s pro rata incentive compensation payment for the year of separation will be determined based on target performance. In addition, upon his separation from service, Mr. Han will also be entitled to a lump sum cash payment representing the deferred portion of his performance-based incentive plan awards for 2020. The foregoing description of the Transition Agreement is only a summary, does not purport to be complete and is subject to, and qualified in its entirety by reference to, the full text of the Transition Agreement, which is attached as Exhibit 10.1 to this Current Report on Form 8-K and incorporated by reference herein."
0001140361-21-015200,"Board of Directors In accordance with the Plan, on the Effective Date, Kevin L. Beebe, Peter C. B. Bynoe, Diana S. Ferguson, Edward Fraioli, Bernard L. Han, Paul M. Keglevic, Moshin Y. Meghji, Pamela D. A. Reeve, and Robert A. Schriesheim ceased to be members of Old Frontier’s board of directors. On the Effective Date, the members of the Company’s board of directors (the “Board”) were appointed in accordance with the Plan and the Confirmation Order. As of the Effective Date, the Board consists of the following directors: John G. Stratton , age 60, is the Executive Chairman of the Company, after having served as a board observer on Old Frontier’s board of directors since May 2020. Mr. Stratton retired from Verizon Communications (“Verizon”) at the end of 2018, capping a 25-year career with Verizon. In his most recent role at Verizon, Mr. Stratton served as Executive Vice President and President of Global Operations from February 2015 to December 2018, with full P&L responsibility for all of Verizon’s established businesses, employing 140 thousand employees globally, generating more than $120 billion in annual revenue, and serving more than 120 million customers worldwide. In this role, Mr. Stratton also led Verizon’s corporate marketing group and its consumer and business product management organizations. Prior to taking responsibility for all of Verizon’s network businesses, Mr. Stratton led a number of different divisions as Chief Operating Officer of Verizon Wireless, then as President of its global Enterprise Solutions group, and as head of all of the company’s wireline divisions. Mr. Stratton served as Verizon’s Chief Marketing Officer, and in 2009 was named as the No. 2 global “power player” by Ad Age magazine. Mr. Stratton serves as an Independent Director of Abbott Laboratories, the global healthcare leader in medical devices, diagnostic tools, nutrition and branded generic pharmaceuticals, and as an Independent Director of General Dynamics, the global aerospace and defense company which manufactures Gulfstream business jets, combat vehicles, nuclear submarines, weapon system and advanced IT networks, and as a member of the board of directors of SubCom, LLC. Nick Jeffery , age 53, is the Chief Executive Officer of the Company and served as Chief Executive Officer of Old Frontier from March 4, 2021 until the Effective Date. Mr. Jeffery previously served as CEO of Vodafone UK from September 2016 until February 2021 and has held numerous positions at Vodafone Group, the world’s second largest international cellular operator, the largest home broadband operator in Europe and the second largest TV distributor in Europe, since joining in 2004. Mr. Jeffery served on Vodafone Group’s Executive Committee since 2013, as CEO of Vodafone Group Enterprise from 2013 to 2016 and as CEO of Vodafone Group’s acquired Cable & Wireless Worldwide operations from 2012 to 2013. During that time, Mr. Jeffery launched and scaled up new service lines, both organically and in-organically, including Internet of Things, Cloud, Security and Group Carrier Services. Prior to joining Vodafone Group, Mr. Jeffery served as Head of Worldwide Sales and European Managing Director at Ciena Inc. from 2002 until 2004. Mr. Jeffery began his career with Cable & Wireless Plc (Mercury Communications) in 1991 where he led the company’s UK and international markets business units. Mr. Jeffery currently serves as non-executive director of Dialog Semiconductor plc. Kevin L. Beebe , age 62, served as a director of Old Frontier from June 2019 until the Effective Date and has served as President and Chief Executive Officer of 2BPartners, LLC, a partnership that provides strategic, financial and operational advice to private equity firms and companies in the technology and telecom industries, since November 2007. In 2014, Mr. Beebe became a founding partner of Astra Capital Management, a private equity firm. From 1998 to 2007, Mr. Beebe served as Group President of Operations at ALLTEL Corporation, a publicly held telecommunications services company. Prior to that, Mr. Beebe served as Executive Vice President of Operations for 360◦ Communications Co., a publicly held wireless communications company from 1996 to 1998, and from 1983 to 1995, Mr. Beebe served in various management roles at ATT, Southwestern Bell and United Telecom/ Sprint. His previous public company board experience includes director positions at NII Holdings, Inc. Mr. Beebe currently serves on the Board of Skyworks Solutions, Inc., SBA Communications Corporation and Altimar Acquisition Corp., which are publicly held, and Syniverse Technologies, Nextel Holdings, Logix Fiber Company and DartPoints, which are privately held. Lisa V. Chang , age 52, has served as the Senior Vice President and Global Chief People Officer of The Coca-Cola Company since March of 2019, where she leads the company’s talent and people strategies, culture, and diversity, equity, and inclusion efforts. From 2014 to 2019, Ms. Chang served as Senior Vice President and Chief Human Resources Officer for AMB Group LLC, the investment management and shared services arm of The Blank Family of Businesses. From 2013 to 2014, Ms. Chang served as Vice President, International Human Resources of Equifax. Ms. Chang previously served as Senior Vice President, Human Resources of Turner Broadcasting System, Inc. from 2009 to 2013. Ms. Chang also served in various executive-level human resources roles at The Weather Channel from 1998 to 2009, ultimately serving as Executive Vice President, Human Resources. Pamela L. Coe , age 61 , has served in various executive-level legal capacities at Liberty Media Corporation and its sister companies (“Liberty Media”) from 2004 to 2020, including most recently as Senior Vice President, Deputy General Counsel and Corporate Secretary until her retirement in January 2020. During her time at Liberty Media, Ms. Coe served as legal counsel to the Liberty Media board of directors and the executive team, participating in complex corporate transactions, assisting with executive talent acquisition and retention and leading the company’s government affairs efforts. Prior to joining Liberty Media in 2004, Ms. Coe served as Senior Counsel for Tele-Communications, Inc. (“TCI”) from 1993 to 2000, where she was responsible for securities law compliance for TCI and its publicly held subsidiary corporations. She is a member of the State Bars of California and Colorado. Ms. Coe served as a member of the board of directors and a member of the Compensation Committee of Expedia Group, Inc., which is publicly held, from 2012 to 2019, and was recently nominated to serve as a member of the board of directors of Luna Innovations Inc., which is publicly held. Stephen C. Pusey , age 59 , has served as a Senior Advisor to Bridge Growth Partners since December 2017. Mr. Pusey previously served as Group Chief Technology and Operations Officer of Vodafone Group PLC (“Vodafone”), from September 2006 to August 2015. In this role, Mr. Pusey was responsible for defining and leading the group’s global technology strategy and operations for networks, IT and product development. Prior to joining Vodafone, Mr. Pusey held various positions at Nortel Networks from 1982 to 2006, where he held the position of Executive Vice President, and President, Nortel EMEA. Mr. Pusey currently serves as a member of the board of directors of Accedian Networks, GlobalLogic, Inc. and Solace Systems, all of which are privately held, and VEON Ltd., which is publicly held. Mr. Pusey previously served as a member of the board of directors of FireEye, Inc., which is publicly held. Maryann Turcke , age 55, has served as Senior Advisor to the Infrastructure Division for Brookfield Asset Management since September 2020, where she has advised the boards of various portfolio companies in the areas of telecommunications, railroads, data centers and other technology assets. Ms. Turcke has also served as Senior Advisor to the National Football League since September 2020, where she previously served as Chief Operating Officer from January 2018. Prior to becoming Chief Operating Officer, she was the President of the NFL Network from April 2017 to January 2018. Before joining the NFL in 2017, Ms. Turcke served in various operational capacities at Bell Canada from 2005 to 2017, most recently as President of Bell Media, Inc. She is currently a member of the board of directors and a member of the Audit and Compensation Committees of Royal Bank of Canada, which is publicly held, and a member of the board of directors and a member of the Audit Committee of Northern Star Investment Corp. II, a special purpose acquisition company. Pratabkumar Vemana , age 50, has served as the Senior Vice President and Chief Digital Officer of Kaiser Foundation Health Plans and Hospitals (“Kaiser Permanente”) since August 2019, where he leads the development and execution of the organization’s digital vision and strategy. Prior to joining Kaiser Permanente in 2019, Mr. Vemana served at The Home Depot, Inc. from 2015 to August 2019, including as Chief Product and Experience Officer. Prior to that, Mr. Vemana held a variety of corporate-level positions at Staples, Inc. (“Staples”) from 2010 to 2015, including most recently as Vice President of Global eCommerce, Product Management and Analytics. Prior to joining Staples, Mr. Vemana served as Vice President, Product Development of Informed Clinical Sciences Corporation from 2009 to 2010. The directors will be subject to reelection at the Company’s next annual meeting. All directors shall hold office until the annual meeting following the meeting at which the director was elected and until their successors are elected and qualified. On April 30, 2021, the Board, upon recommendation of the Nominating and Corporate Governance Committee, formally determined that the following directors are independent under the rules of the Commission and the NASDAQ Stock Market: Mr. Beebe, Ms. Chang, Ms. Coe, Mr. Pusey, Ms. Turke and Mr. Vemana. The composition of the Audit Committee, the Compensation and Human Capital Committee, the Nominating and Corporate Governance Committee and the Operations Committee of Frontier is as follows: Audit Committee Maryann Turcke (Chair) Lisa V. Chang Pamela L. Coe Nominating and Corporate Governance Committee Maryann Turcke (Chair) Stephen C. Pusey Pratabkumar Vemana Compensation and Human Capital Committee Pamela L. Coe (Chair) Kevin L. Beebe Lisa V. Chang Operations Committee Kevin L. Beebe (Chair) Stephen C. Pusey Pratabkumar Vemana There are no transactions in which any member of the Board has an interest that requires disclosure under Item 404(a) of Regulation S-K under the Securities Act. The Board is expected, upon recommendation by the Compensation and Human Capital Committee, to adopt a non-employee director compensation program. Non-employee directors have each executed an offer letter from the Company, a form of which is attached hereto as Exhibit 10.2 and is incorporated herein by reference. Executive Officers In accordance with the Plan, on the Effective Date, the following executive officers of Old Frontier were appointed as executive officers of the Company, in the following capacities: Name Age Current Position and Office Nick Jeffery 53 President, Chief Executive Officer Veronica Bloodworth 51 Executive Vice President, Chief Network Officer Sheldon L. Bruha 53 Executive Vice President, Chief Financial Officer Mark D. Nielsen 56 Executive Vice President, Chief Legal & Regulatory Officer Kenneth W. Arndt 56 Executive Vice President, Chief Customer Operations Officer Steve Gable 47 Executive Vice President, Chief Digital & Information Officer Donald J. Daniels, Jr. 53 Senior Vice President, Chief Accounting Officer Biographical information for Mr. Jeffery is included above under the heading “Board of Directors” and biographical information for Ms. Bloodworth is included below. Biographical information for the other executive officers named above is set forth in Old Frontier’s Annual Report on Form 10-K for the year ended December 31, 2020, filed with the Commission on March 3, 2021, under the section entitled “Item 10. Directors, Executive Officers and Corporate Governance—Executive Officers of the Registrant,” which information is incorporated by reference herein. Veronica Bloodworth joined Old Frontier as Executive Vice President and Chief Network Officer in April 2021. Prior to joining Frontier, Ms. Bloodworth served as Senior Vice President, Construction & Engineering at AT&T from September 2014 to March 2021. Ms. Bloodworth served as Senior Vice President, Corporate Strategy at AT&T from July 2012 to August 2014 and held numerous other leadership and management positions over her 23-year career with AT&T, including various roles in operations, finance and business development within Cingular Wireless and BellSouth Mobility. Ms. Bloodworth began her career at MCI. There are no transactions in which any of the above officers has an interest that requires disclosure under Item 404(a) of Regulation S-K under the Securities Act, and there are no family relationships between the above officers and any of the Company’s other directors or executive officers. Indemnification Agreements In accordance with the Plan, the Board approved a form of indemnification agreement (the “Indemnification Agreement”) to be entered into by members of the Board and certain of the Company’s executive officers. The Indemnification Agreement provides for, among other things, the mandatory advancement and reimbursement of reasonable expenses (subject to limited exceptions) incurred by indemnitees in various legal proceedings in which they may be involved by reason of their service as directors or officers, as applicable, as permitted by Delaware law, the Charter and the Bylaws (each as defined below). Each of the Company’s executive officers and directors has entered or will enter into an Indemnification Agreement. In addition, pursuant to the terms of the Plan, the indemnification obligations of Old Frontier remain in full force and effect. The foregoing description of the Indemnification Agreement does not purport to be complete and is qualified in its entirety by reference to the full text of the Form of Indemnification Agreement, a copy of which is attached hereto as Exhibit 10.3 and is incorporated by reference herein. Incentive Plan In accordance with the Plan, the form of the Frontier Communications Parent, Inc. 2021 Management Incentive Plan (the “Incentive Plan”) was approved and adopted by the Board. The Incentive Plan is intended to, among other things, attract and retain employees and directors of, and consultants to, the Company and its subsidiaries. The Incentive Plan permits awards to be made to employees, directors, or consultants of the Company or its affiliates. Unless otherwise determined by the Board, the Compensation and Human Capital Committee will administer the Incentive Plan. The Incentive Plan generally provides for the following types of awards: • stock options (including incentive options and nonqualified options); • stock appreciation rights; • restricted stock awards; • restricted stock unit awards; • performance awards; and • other stock-based awards. The aggregate number of shares of Common Stock reserved for issuance pursuant to the Incentive Plan is 15,600,000, representing 6% of the outstanding Common Stock of the Company as of the Effective Date, on a fully diluted basis, plus shares that may again become available for delivery with respect to awards under the Incentive Plan pursuant to the share counting, share recycling and other terms and conditions. Awards can be made under the Incentive Plan for a period of ten years beginning on April 30, 2021, subject to the Board’s ability to amend, alter, suspend, discontinue, or terminate the Incentive Plan or any portion thereof at any time. The foregoing description of the Incentive Plan does not purport to be complete and is qualified in its entirety by reference to the full text of the form of the Incentive Plan, a copy of which is included as Exhibit 10.4 to this Current Report on Form 8-K and is incorporated by reference herein."
0001193125-21-179930,"Departure of Sheldon Bruha On June 2, 2021, Frontier Communications Parent, Inc. (the “ Company ”) announced that Sheldon Bruha, Executive Vice President and Chief Financial Officer of the Company, will be departing from his position effective as of June 14, 2021, in order to pursue other opportunities. There were no disagreements between Mr. Bruha and the Company. Mr. Bruha will remain with the Company for a short transition period in order to assist the Company with the transition of his duties, pursuant to a Transition Agreement expected to be entered into between Mr. Bruha and the Company. Pursuant to the terms of the Transition Agreement, Mr. Bruha will receive a severance payment equal to $1.1 million, payable over 24 months following his separation date, as well as payment of his target bonus for the second quarter of 2021 under the Company’s annual incentive plan, in consideration for his agreement to assist the Company with the transition of his duties. Mr. Bruha will remain subject to the non-competition, non-solicitation and non-disparagement provisions set forth in the Severance Agreement between Mr. Bruha and the Company dated August 5, 2019. Appointment of Scott C. Beasley as Chief Financial Officer In connection with Mr. Bruha’s departure, the Company announced today that Scott C. Beasley will join the Company as Executive Vice President and Chief Financial Officer of the Company, effective as of June 14, 2021. Scott C. Beasley, 40, most recently served as Chief Financial Officer of Arcosa, Inc. (NYSE: ACA), a North American provider of infrastructure products and solutions, and he helped lead its successful public spinoff in 2018. Under his financial leadership, Arcosa debuted on public equity and debt markets, developed a new shareholder base, implemented a disciplined capital allocation program, and published its inaugural ESG Sustainability Report. Arcosa executed 13 acquisitions in a 3-year period to reposition its portfolio around growth-oriented infrastructure products. From 2017 until Arcosa’s spinoff, Mr. Beasley was Group Chief Financial Officer and Vice President of Corporate Strategy at Trinity Industries (NYSE: TRN) (“ Trinity ”). Mr. Beasley served as Trinity’s Vice President of Corporate Strategic Planning since 2014. Mr. Beasley was formerly an Associate Partner at McKinsey & Company, where he led operational and organizational transformations across asset-intensive industries. Mr. Beasley received an AB in Economics from Duke University and an MBA in Finance and Accounting from Northwestern University’s Kellogg School of Management. There is no arrangement or understanding between Mr. Beasley and any other person pursuant to which Mr. Beasley was selected as an officer, and Mr. Beasley does not have a direct or indirect material interest in any transaction required to be disclosed pursuant to Item 404(a) of Regulation S-K. There is no family relationship between Mr. Beasley and any director or executive officer of the Company. On May 25, 2021, the Company and Mr. Beasley entered into an employment agreement (the “ Employment Agreement ”), pursuant to which he will commence employment with the Company as of June 14, 2021. The Employment Agreement provides for an annual base salary of $650,000 and a target annual bonus opportunity equal to 100% of base salary, with a maximum opportunity equal to 200% of base salary. To compensate him for amounts he forfeited from his previous employer, Mr. Beasley will also receive a sign-on bonus of $3,000,000, with 50% to be paid shortly following his start date (which amount must be repaid on an after-tax basis if Mr. Beasley is terminated for “cause” or resigns without “good reason,” (each as defined in the Employment Agreement) in each case, prior to the first anniversary of the start date), and 50% of which will be paid on the first anniversary of the start date, subject to his continued employment with the Company through such date. Pursuant to the Employment Agreement, Mr. Beasley will receive an initial equity grant with a target value equal to $6.0 million (the “ Initial Grant ”), intended to cover a multi-year period. 2/3 rd of the Initial Grant will be performance-based (the “ PSUs ”) and 1/3 rd of the Initial Grant will be time-based (the “ RSUs ”), subject to approval by the Compensation Committee of the Board of Directors (the “ Compensation Committee ”). Commencing with the calendar year immediately following the end of the multi-year period applicable to the Initial Grant, Mr. Beasley will be eligible to receive an annual equity award having a target grant date value of $2.0 million. If the Company terminates Mr. Beasley’s employment without “cause” (as defined in the Employment Agreement) (other than death or disability) or Mr. Beasley resigns for “good reason,” (as defined in the Employment Agreement), the Company will pay to Mr. Beasley the following severance benefits: (i) an amount equal to his annual base salary, payable over 12 months following the termination date, (ii) a pro-rated annual bonus for the year of termination, based on actual performance, (iii) continued healthcare coverage payments for 12 months following the termination date, and (iv) unless a more favorable treatment is provided for by the Compensation Committee, (x) all RSUs and other time-based long-term incentives that would have become vested within the 12 months following the termination date, will vest, and (y) all PSUs and other performance-based long-term incentive awards will remain outstanding and eligible to vest for the 12 month period following the termination date. If such termination occurs prior to the first anniversary of his start date, Mr. Beasley will also receive payment of the second half of the sign-on bonus. Mr. Beasley’s receipt of the above severance payments and benefits is subject to his execution of an effective release of claims against the Company and certain of its affiliates. The Employment Agreement also provides for a 12-month post-termination non-compete and non-solicit restriction, as well as customary confidentiality and non-disparagement provisions. Pursuant to the Employment Agreement, “good reason” is defined to include (i) a material diminution in Mr. Beasley’s annual base salary or target annual bonus opportunity, (ii) any material diminution in Mr. Beasley’s position, authority or responsibilities set forth in the Employment Agreement, (iii) failure by the Board of Directors to make the Initial Grant within 120 days following Mr. Beasley’s start date, and (iv) the Company’s material breach of the Employment Agreement. The foregoing description is qualified in its entirety by the Employment Agreement attached as Exhibit 10.1 to this Current Report on Form 8-K. On June 2, 2021, the Company issued a press release regarding the foregoing. The press release is furnished herewith as Exhibit 99.1."
0001193125-21-205666,"Appointment of Margaret M. Smyth as Director Frontier Communications Parent, Inc. (the “Company”) announced that the Board of Directors (the “Board”) of the Company appointed Margaret M. “Peggy” Smyth to serve as a director of the Company, effective June 30, 2021. In addition, Ms. Smyth was appointed by the Board to serve as Chair of the Audit Committee (succeeding Maryann Turcke, who will remain a member of the Audit Committee) and to serve as a member of the Operations Committee. Ms. Smyth, age 57, served as the Chief Financial Officer of National Grid USA from October 2014 to June 2021, where she oversaw all finance, accounting, transactional, and property services for National Grid. Prior to joining National Grid, Ms. Smyth served as Vice President of Finance for Consolidated Edison, Inc. from 2012 to September 2014. Ms. Smyth previously served as Vice President and Chief Financial Officer of Hamilton Sundstrand, which is part of the former United Technologies Corp., from October 2010 to June 2011. Ms. Smyth also served as Vice President and Corporate Controller of United Technologies Corp. from August 2007 to September 2010, and Vice President and Chief Accounting Officer of 3M Corporation from April 2005 to August 2007. Ms. Smyth is currently a board member of two subsidiaries of Mutual of America, and is a board member and chair of the Audit Committee of Etsy, Inc. The Compensation and Human Capital Committee has adopted a director compensation program for approval by the Board, and Ms. Smyth will participate in that program. The program consists of an annual equity retainer for 2021 with a grant date value of $300,000, an annual cash retainer of $100,000, and additional fees for committee membership and chair positions. There are no transactions in which Ms. Smyth has an interest that would require disclosure under Item 404(a) of Regulation S-K under the Securities Act."
0000020520-21-000008,"Departure of Certain Officers Steve Gable, Executive Vice President and Chief Digital and Information Officer, resigned from his position on May 12, 2021. Ken Arndt, Executive Vice President and Chief Customer Operations Officer, resigned from his position on May 20, 2021. Both Mr. Gable and Mr. Arndt left the Company following a brief transition period."
0001140361-22-023997,"William McGloin, currently Frontier’s Vice President, Controller, has been appointed Chief Accounting Officer and Controller, effective June 24, 2022, with the roles of Chief Accounting Officer and Controller being combined. Mr. McGloin, 52, has served at Frontier for eight years, most recently as Frontier’s Vice President, Controller, since 2018 and as Vice President, Assistant Controller since 2014. Mr. McGloin is a Certified Public Accountant and worked at KPMG LLP prior to joining Frontier. There are no arrangements or understandings between Mr. McGloin and any other persons in connection with his appointment. There are no family relationships between Mr. McGloin and any director or executive officer of the Company, and Mr. McGloin is not a party to any transaction required to be disclosed pursuant to Item 404(a) of Regulation S-K. Donald W. Daniels, Frontier’s current Senior Vice President and Chief Accounting Officer, will be leaving Frontier to pursue other opportunities following a transition period. In connection with his separation, Mr. Daniels and Frontier will enter into a Release Agreement under which Mr. Daniels will be entitled to receive payment and benefits consistent with Frontier’s severance policy."
0000950157-24-000104,"Appointment of George H. Young III as Director On February 5, 2024, the Board of Directors (the “Board”) of Frontier Communications Parent, Inc. (the “Company”) appointed George H. “Woody” Young III to serve on the Board, effective immediately. The Board has determined that Mr. Young is independent under the listing standards of the Nasdaq Stock Market LLC. Mr. Young, age 64, has had a more than 30-year career in investment banking, with extensive experience in telecommunications M&A. Mr. Young served as a Partner and the Chairman of Mergers and Acquisitions at Perella Weinberg Partners LLC (“Perella Weinberg”) from January 2016 to August 2021, during which time he led the firm’s U.S, telecommunications and media advisory businesses. Before joining Perella Weinberg in 2016, he was the Co-Head of Global Telecommunications, Media, and Technology at Lazard. During his career, Mr. Young has advised companies on some of the most notable deals in the telecommunications sector, including AT&T’s acquisition of Time Warner and Sprint’s merger with Nextel Communications. He also previously worked at Merrill Lynch, Lehman Brothers, First Boston and Bain & Company, and, from 1991 to 1992, he served as a White House Fellow and Special Assistant to the Deputy Secretary of the U.S. Treasury. Mr. Young is a member of the Council on Foreign Relations. Most recently, from October 2022 to August 2023, Mr. Young served as President of Solidigm. Mr. Young will be compensated for service on the Board in the same manner as the Company’s other non-employee directors. For a description of the Company’s director compensation programs, see “Director Compensation” in the Company’s Proxy Statement for the 2023 Annual Meeting of Stockholders held on May 17, 2023, filed with the U.S. Securities Exchange Commission (the “ SEC ”) on April 6, 2023. The Company entered into an indemnification agreement with Mr. Young in the form filed with the SEC as Exhibit 10.3 to the Company’s Current Report on Form 8-K on April 30, 2021. There are no transactions in which Mr. Young has an interest that would require disclosure under Item 404(a) of Regulation S-K under the Securities Act of 1933, as amended (the “Securities Act”)."
0001140361-24-026861,"Frontier Communications Parent, Inc. (“Frontier”) held its 2024 Annual Meeting of Stockholders on May 15, 2024 (the “Annual Meeting”). At the Annual Meeting, stockholders voted to adopt the 2024 Management Incentive Plan (the “2024 Plan”). The 2024 Plan had previously been adopted and approved by the Company’s Board of Directors (the “Board”) and the Compensation and Human Capital Committee (the “Committee”), subject to adoption and approval by stockholders at the Annual Meeting. Following the Annual Meeting, no new awards will be issued or become available for issuance under the Company’s 2021 Management Incentive Plan (the “2021 Plan”). The 2024 Plan authorizes the Board to provide equity-based compensation to employees, directors, and certain consultants of the Company and its subsidiaries in the form of (1) stock options, including incentive stock options entitling the participant to favorable tax treatment under the Internal Revenue Code of 1986, as amended, (2) stock appreciation rights, (3) restricted stock, (4) restricted stock units, (5) performance awards, and (6) other stock-based awards, including cash-based awards and dividend equivalents. Subject to adjustment as provided in the 2024 Plan and its share counting rules, the number of shares of the Company’s common stock available for issuance under the 2024 Plan is limited to an aggregate of: (i) 8,765,000 shares of the Company’s common stock, plus (ii) the number of shares of the Company’s common stock available for issuance under the 2021 Plan as of the date of the Annual Meeting, plus (iii) the number of shares of the Company’s common stock that become available for issuance under the 2024 Plan as a result of certain forfeitures under 2021 Plan or the 2024 Plan, pursuant to the terms of those plans. The 2024 Plan also provides that, subject to adjustment as described in the 2024 Plan, no participant will be granted awards under the 2024 Plan for more than 1,500,000 shares of the Company’s common stock during any one fiscal year, and provides that no non-employee director of the Board will be paid compensation (including awards under the 2024 Plan, determined based on the fair market value of such awards as of the grant date, as well as any retainer fees, but excluding any special committee fees) totaling more than $1,000,000 in respect of any single fiscal year. No new grants may be made under the 2024 Plan following the 10th anniversary of the Annual Meeting, but all grants made on or prior to such date will continue in effect thereafter subject to the terms thereof and of the 2024 Plan."
0001019687-16-005064,"On February 3, 2016, the Board of Directors of Delta Air Lines, Inc. (“Delta”) announced that Richard H. Anderson has chosen to retire from his position as Chief Executive Officer of Delta effective May 2, 2016. The Board of Directors also appointed Mr. Anderson as its Executive Chairman effective as of May 2, 2016. In his role as Executive Chairman, Mr. Anderson will continue to be employed as an executive of Delta. Mr. Anderson will continue to receive his current annual base salary of $800,000, and it is not expected that he will be granted future awards for service as Executive Chairman under Delta’s Management Incentive Plan and Long-Term Incentive Program. The Board also appointed Francis S. Blake to serve as Lead Director effective May 2, 2016. Daniel A. Carp, the current non-executive Chairman of the Board of Directors, will remain on the Board of Directors. The Board of Directors also appointed Edward H. Bastian as Chief Executive Officer and Glen W. Hauenstein as President, both effective on May 2, 2016. At that time, Mr. Bastian’s annual base salary will increase to $800,000 and Mr. Hauenstein’s annual base salary will increase to $625,000. Mr. Bastian and Mr. Hauenstein will continue to participate in Delta’s Management Incentive Plan and Long-Term Incentive Program and be eligible for Delta’s broad-based employee retirement and welfare plans, as well as the flight benefit program for Delta officers. Additional information about these plans and programs is included in Delta’s Proxy Statement for the 2015 annual meeting of its stockholders filed with the Securities and Exchange Commission on April 30, 2015. Mr. Bastian, age 58, has served as Delta’s President since September 1, 2007. During this time, Mr. Bastian also served as Chief Executive Officer of Northwest Airlines, Inc. from October 2009 to December 2009 and as Delta’s Chief Financial Officer from September 2007 to October 2008. Before becoming Delta’s President, Mr. Bastian served as Delta’s Executive Vice President and Chief Financial Officer from July 2005 to September 2007, Senior Vice President –Finance and Controller from 2000 to 2005 and Vice President and Controller from 1998 to 2000. Mr. Hauenstein, age 55, has served as Delta’s Executive Vice President – Chief Revenue Officer since August 2013. Mr. Hauenstein previously served as Delta’s Executive Vice President – Network Planning and Revenue Management from April 2006 to July 2013 and Executive Vice President and Chief of Network and Revenue Management from August 2005 to April 2006. A copy of Delta’s press release announcing these changes is attached to this report as Exhibit 99.1."
0001019687-16-006642,"(e) At the Annual Meeting of Stockholders of Delta Air Lines, Inc. (the “Company”) held on June 10, 2016, our stockholders approved an amendment and restatement of the Performance Compensation Plan (the “Performance Compensation Plan”). The Performance Compensation Plan amends and restates the 2007 Performance Compensation Plan currently in effect. The terms of the Performance Compensation Plan are unchanged, other than an increase of 6,650,000 in the number of shares authorized for issuance under the plan and an extension of the term of the plan through our 2026 annual meeting of stockholders (i.e., an additional ten years). For a description of the terms and conditions of the Performance Compensation Plan, see “Key Features of the Performance Compensation Plan” under “Item 3 – Approval of Amendment and Restatement of Performance Compensation Plan” in the definitive proxy statement for the Annual Meeting filed on April 29, 2016, which description is incorporated herein by reference."
0001683168-16-000288,"On October 10, 2016, Richard H. Anderson, Executive Chairman of the Board of Directors of Delta Air Lines, Inc. (“Delta”), informed the Board of Directors of Delta of his retirement from the Board and the position of Executive Chairman. On October 11, 2016, the Board of Directors elected Francis S. Blake to serve as its non-executive Chairman effective immediately. A copy of Delta’s press release announcing these changes is attached to this report as Exhibit 99.1."
0001683168-17-000167,"On January 25, 2017, the Board of Directors of Delta Air Lines, Inc. (“Delta”) elected Jeanne P. Jackson to Delta’s Board of Directors. The Board of Directors appointed Ms. Jackson to serve on the Board’s Audit Committee and Personnel & Compensation Committee. Ms. Jackson will be compensated for her service as a director on the same basis as other non-employee directors of Delta. Compensation for Delta’s non-employee directors is described in Delta’s Proxy Statement for its 2016 annual meeting of stockholders as filed with the SEC on April 29, 2016. A copy of Delta’s press release announcing Ms. Jackson’s election to the Board of Directors is attached to this report as Exhibit 99.1."
0001683168-17-000876,"(b) Thomas E. Donilon, a member of the Board of Directors of Delta Air Lines, Inc. (""Delta""), resigned from the Board effective as of April 7, 2017 due to other commitments. Mr. Donilon has not advised Delta of any disagreement with Delta on any matter relating to Delta's operations, policies or practices. 2"
0001683168-17-002723,"On October 23, 2017, the Board of Directors of Delta Air Lines, Inc. (“Delta”) elected Ash Carter to Delta’s Board of Directors. The Board of Directors appointed Secretary Carter to serve on the Board’s Audit Committee and Safety and Security Committee. Secretary Carter will be compensated for his service as a director on the same basis as other non-employee directors of Delta. A copy of Delta’s press release announcing Secretary Carter’s election to the Board of Directors is attached to this report as Exhibit 99.1."
