org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,media_coverage_count,major_outlet_coverage,high_media_coverage,major_outlet_flag,has_media_coverage,executive_change_30d,executive_change_90d,executive_change_180d,num_changes_180d,days_to_first_change,enforcement_type,penalty_amount_usd,enforcement_within_1yr,enforcement_within_2yr,has_enforcement,enforcement_within_365d,cpni_breach,breach_year,sic_3digit,hhi_industry_year,leverage_std,roa_std,governance_weakness_score,weak_governance,strong_governance,vendor_mean_cvss,vendor_max_cvss,vendor_high_severity_pct,has_high_complexity,complexity_category,total_affected_log,resolved_cik,resolution_source,resolution_confidence,permno,car_60d,car_90d,volatility_30d,abnormal_volume_30d,volatility_60d,volatility_90d,org_name_original,permno_original
"Grand River Capital, LLC",2023-09-01,2023-04-20,2023-08-14 00:00:00,"The Maryland Office of the Attorney General reported that Grand River Capital, LLC experienced a data breach on April 20, 2023, involving unauthorized access to an employee email account affecting 1 Maryland resident. The compromised information includes the individual's name, Social Security number, and Financial Account number, and notifications were sent on September 1, 2023.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial Account number""""]}}}",BSO,1,HACK,COF,927628,6200,511210,"Grand River Capital, LLC",0,0,0,0,False,Non-FCC,False,-2.5204,0.2692345749724767,-2.4854,,True,10.51151261034125,0.0020353644574481,0.8841262774032141,11471.0,471660.0,134,0,1,37.6872,38.877,1551382.04,1792482.49,1.1898,False,1,Small,0,0,0,0,,0,1,1,0,1,0,1,0,1,0,0,0,11,1,1,12,1,4,1,0,0,0,0,0,1.0,1.0,1.0,16.0,-13.0,,,0,0,0,0,0,2023,620,463.9999999999998,0.5030136116543565,-0.2069265660202377,0.3549700888372971,0,0,,,,0,Low,0.6931471805599453,927628.0,Dataset Current Assignment,MEDIUM,81055.0,7.586679527720053,11.651501775590688,39.14067937202931,,34.701403499981645,30.92612868084309,,
Gray Television,2016-08-31,2016-08-08,2016-08-08 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Gray Television on August 31, 2016. The breach was notified on August 12, 2016, and affected 35 residents, compromising various employee information including names, titles, social security numbers, and compensation details.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee number"""",""""Name"""",""""Position title"""",""""Station name"""",""""State"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Position title"""",""""Station name"""",""""State"""",""""Compensation code"""",""""Income code"""",""""Income description"""",""""Hours paid"""",""""Amount paid""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,35,PORT,GTN,879585,4833,515120,,0,0,0,0,False,Non-FCC,False,-0.8978,-3.602309328704434,-1.0329,,True,6.670368903483013,0.0066768080154963,0.8272229438440452,196.633,2645.276,23,0,0,51.9143,25.0331,673630.82,323961.11,-26.8812,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,35,9,1,3,1,1,0,0,0,1,0.0,1.0,1.0,2.0,-11.0,,,0,0,0,0,0,2016,483,2244.897959183673,0.2857660448930837,-0.0706709204786846,0.1782184826858842,0,0,,,,0,Low,3.58351893845611,43196.0,SEC name: GRAY COMMUNICATIONS SYSTEMS INC /GA/,,39731.0,-2.457839760926161,-21.94086841754279,25.77751100110327,,26.44839421265319,29.351160919899005,,
Gray Television Inc,2016-08-31,2016-08-10,2016-08-10 00:00:00,"The Indiana Office of the Attorney General reported that Gray Television Inc. experienced a data breach on August 10, 2016, affecting 95 residents. The breach was reported on August 31, 2016, but the total number affected individuals is not available.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,470000,PORT,GTN,879585,4833,515120,,0,0,0,0,False,Non-FCC,False,2.6763,2.086897030951796,2.5209,,True,6.670368903483013,0.0066768080154963,0.8272229438440452,196.633,2645.276,21,0,0,52.2359,23.7204,675038.75,288475.21,-28.5156,False,0,Large,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,4,470000,10,1,2,1,0,0,0,0,0,0.0,1.0,1.0,2.0,-13.0,,,0,0,0,0,0,2016,483,2244.897959183673,0.2857660448930837,-0.0706709204786846,0.1782184826858842,0,0,,,,0,Low,13.060490101343552,43196.0,SEC name: GRAY COMMUNICATIONS SYSTEMS INC /GA/,,39731.0,-0.940986049237602,-26.54872025941283,22.26293193413662,,25.25457564470925,30.382091844947723,,
"Gray Television, Inc.",2022-02-21,2021-09-01,2021-09-01 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Gray Television, Inc on February 21, 2022. The breach occurred on September 1, 2021, affecting a total of 507 individuals, including 13 residents.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,13,HACK,GTN,879585,4833,515120,"Gray Television, Inc.",0,0,0,0,False,Non-FCC,False,-4.4012,4.958730060831473,-4.5005,,True,7.715353550430494,0.0050847457627118,0.6809647979139505,547.0,7670.0,173,0,1,42.838,44.1742,256550.07,267527.79,1.3362,False,0,Small,2,0,0,0,1846.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,13,7,1,2,1,0,0,0,0,0,0.0,1.0,1.0,3.0,57.0,,,0,0,0,0,0,2021,483,2800.0,-0.2726234963679546,-0.1174079899447868,-0.0776077532115838,0,0,,,,0,Low,2.6390573296152584,43196.0,SEC name: GRAY COMMUNICATIONS SYSTEMS INC /GA/,,39731.0,4.645195288910364,-6.893420180163446,53.50998477379712,,44.21636951492832,43.68531535008561,,
"Gray Television, Inc.",2016-08-31,2016-02-16,2016-07-07 00:00:00,"On August 31, 2016, the Montana Department of Justice reported that Gray Television, Inc. experienced a data breach involving potential compromise of employee information on August 12, 2016. The breach potentially affected the unencrypted personal data of employees, including names, social security numbers, and compensation details, but the number of affected individuals is unknown. Gray Television has not confirmed data access but is offering free credit monitoring services to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee number"""",""""Employee name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Position title"""",""""Station name"""",""""State"""",""""Compensation code"""",""""Gray’s system income code and income description"""",""""Hours paid"""",""""Amount paid""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,65,PORT,GTN,879585,4833,515120,"Gray Television, Inc.",0,0,0,0,False,Non-FCC,False,0.3522,-1.330331208335478,-0.1548,,True,7.07269438249476,0.0069929417341954,0.7997005357973572,169.487,2143.161,197,0,1,57.0658,46.0926,417315.11,505088.94,-10.9732,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,65,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,9.0,9.0,,,0,0,0,0,0,2016,483,2244.897959183673,0.1806900184888207,-0.0613904017391847,0.1210402101140027,0,0,,,,0,Low,4.189654742026425,43196.0,SEC name: GRAY COMMUNICATIONS SYSTEMS INC /GA/,,39731.0,-9.695145976914343,-12.571564075178587,35.2846434777356,,38.64145868798333,42.20841403637202,,
"Gray Television, Inc.",2016-08-30,2016-08-12,2016-08-12 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving Gray Television, Inc. on August 30, 2016. The breach occurred on August 12, 2016, when a thumb drive containing unencrypted employee information was either lost or stolen, affecting one Maryland resident. Gray Television, Inc. is offering free credit monitoring services to the affected individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee number"""",""""Employee name"""",""""Position title"""",""""Station name"""",""""State"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Position title"""",""""Station name"""",""""State"""",""""Compensation code"""",""""Gray's system income code and income description"""",""""Hours paid"""",""""Amount paid""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,605,PORT,GTN,879585,4833,515120,"Gray Television, Inc.",0,0,0,0,False,Non-FCC,False,7.0059,5.882675286090134,7.0715,,True,6.670368903483013,0.0066768080154963,0.8272229438440452,196.633,2645.276,18,0,0,52.8593,19.5295,665558.69,291493.14,-33.3298,False,0,Small,1,1,1,1,178.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,605,9,1,3,1,0,0,0,0,0,0.0,1.0,1.0,2.0,-15.0,,,0,0,0,0,0,2016,483,2244.897959183673,0.2857660448930837,-0.0706709204786846,0.1782184826858842,0,0,,,,0,Low,6.406879986069314,43196.0,SEC name: GRAY COMMUNICATIONS SYSTEMS INC /GA/,,39731.0,-0.5491854083967684,-22.616214689981163,14.211841366824691,,23.41884707125501,32.09262255900629,,
"Gray, Inc.",2018-08-29,2018-04-01,2018-08-17 00:00:00,"The Montana Department of Justice reported on August 29, 2018, that Gray, Inc. experienced a data breach involving unauthorized access to a team member's email account that began on April 1, 2018, and was revealed by an internal call on August 17, 2018. The breach potentially exposed personal information including names, addresses, and possibly banking and social security numbers of one individual.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""names"""",""""addresses"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""banking information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,GTN,879585,4833,515120,"Gray, Inc.",0,0,0,0,False,Non-FCC,False,-6.0601,-7.97233490238749,-5.9992,,True,7.027639483414295,0.0061697423092437,0.6934341815788105,226.258,3232.712,150,0,1,46.0599,31.5204,870315.92,664761.99,-14.5395,False,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,1,0,0,0,11,1,1,12,1,4,1,0,0,0,0,0,1.0,1.0,1.0,6.0,-10.0,,,0,0,0,0,0,2018,483,3333.333333333333,-0.225017440786223,-0.0855564974060673,-0.0697304716900778,0,0,,,,0,Low,0.6931471805599453,879585.0,Dataset Current Assignment,MEDIUM,39731.0,-12.971649185980816,33.62952271239435,29.483618241506743,,34.76512818452582,61.0253952092846,,
"Harrison, Mauro & Morgan, P.A.",2022-05-31,2022-02-01,2022-05-04 00:00:00,"The New Hampshire Attorney General reported a data breach involving Harrison, Mauro & Morgan, P.A. on May 31, 2022. The breach, discovered in February 2022, involved unauthorized access to an external cloud storage system, potentially affecting the personal information of seven New Hampshire residents, including names and Social Security numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,7,HACK,JPM,19617,6200,511210,"Harrison, Mauro & Morgan, P.A.",0,0,0,0,False,Non-FCC,False,4.4454,-4.937659747893541,4.5299,,True,13.05238286296574,0.0027778319447735,0.9214313514356762,,3743567.0,119,0,1,30.7614,30.4681,8301777.32,7079956.09,-0.2933,False,1,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,7,9,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2022,620,1200.0,0.6454382475146513,-0.185130461960388,0.4152843547375197,1,0,,,,0,Low,2.079441541679836,19617.0,Dataset Current Assignment,MEDIUM,47896.0,-10.865429272349958,-11.226053771518096,30.341615109482884,,31.9146092313192,30.25702203562373,,
"HBP, Inc.",2023-07-26,2023-05-14,2023-05-18 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving HBP, Inc. on July 26, 2023. The breach was due to unauthorized access to the company's computer network between May 14, 2023, and May 18, 2023, affecting the names and Social Security numbers (SSNs) of 168 residents.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,168,HACK,HPQ,47217,7370,511210,"HBP, Inc.",0,0,0,0,False,Non-FCC,False,4.3594,1.7755249183360575,4.4847,,True,10.28501427551953,0.0289831160974536,1.068305560138591,12907.0,36366.0,73,0,1,23.8711,36.979,1135701.58,5683131.28,13.1079,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,168,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,8.0,-17.0,,,0,0,0,0,0,2023,737,2278.876170655566,1.206179815098158,0.5841599245685734,0.3110099452647922,0,0,,,,0,Low,5.1298987149230735,1168812.0,SEC name: HBP INC,,27828.0,7.385366914234726,5.988856697604783,36.9790491361798,,32.15074737349571,27.815143550224924,,
"Healthcare Fiscal Management, Inc.",2020-07-21,2020-04-12,2020-04-13 00:00:00,"On July 21, 2020, the New Hampshire Attorney General's Office was notified of a data security incident involving Healthcare Fiscal Management, Inc. (HFMI) that occurred on April 13, 2020. The incident involved ransomware and potentially compromised personal information of one New Hampshire resident, including names, dates of birth, and Social Security numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Date of birth"""",""""Social Security numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Medical record numbers"""",""""Account numbers"""",""""Dates of service""""]}}}",BSO,1,HACK,GEHC,1932393,2834,511210,"Healthcare Fiscal Management, Inc.",0,0,0,0,False,Non-FCC,False,,,,,False,,,,,,100,0,1,,,,,,False,0,Small,0,0,0,0,,0,1,1,1,1,0,1,0,0,0,0,0,13,1,1,14,1,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2020,283,2800.0,,,,0,0,,,,0,Low,0.6931471805599453,1932393.0,Dataset Current Assignment,MEDIUM,,,,,,,,,
"Healthcare Fiscal Management, Inc.",2020-06-26,2020-04-13,2020-04-13 00:00:00,"On June 26, 2020, the New Hampshire Office of the Attorney General reported a data breach involving Healthcare Fiscal Management, Inc. (HFMI) that occurred on April 13, 2020. The breach, which included ransomware, potentially exposed personal information of five New Hampshire residents, including names, dates of birth, and Social Security numbers, as well as protected health information. HFMI has provided notifications to the affected individuals and is offering credit monitoring services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Date of birth"""",""""Social Security numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers"""",""""Protected health information including medical record numbers, account numbers, dates of service""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,5,HACK,GEHC,1932393,2834,511210,"Healthcare Fiscal Management, Inc.",0,0,0,0,False,Non-FCC,False,,,,,False,,,,,,74,0,1,,,,,,False,0,Small,1,1,1,1,1.0,1,0,1,1,1,0,1,0,0,0,0,0,13,1,5,14,1,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2020,283,2800.0,,,,0,0,,,,0,Low,1.791759469228055,1932393.0,Dataset Current Assignment,MEDIUM,,,,,,,,,
