org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,media_coverage_count,major_outlet_coverage,high_media_coverage,major_outlet_flag,has_media_coverage,executive_change_30d,executive_change_90d,executive_change_180d,num_changes_180d,days_to_first_change,enforcement_type,penalty_amount_usd,enforcement_within_1yr,enforcement_within_2yr,has_enforcement,enforcement_within_365d,cpni_breach,breach_year,sic_3digit,hhi_industry_year,leverage_std,roa_std,governance_weakness_score,weak_governance,strong_governance
Intuit Inc.,2019-07-26,2019-03-21,2019-06-28 00:00:00,"The Montana Department of Justice reported a data breach involving Intuit on July 26, 2019. The breach occurred on March 21, 2019, and was discovered by Intuit on June 28, 2019, affecting 12 residents. The unauthorized access involved the compromise of personal tax information, including Social Security numbers and financial details.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address(es)"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial information (e.g., salary and deductions)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,12,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,1.6577,-6.4911,1.6165,-6.8168,True,10.93169740889589,0.0354264292408622,0.4759137769447048,1502.0,5335.0,127,0,1,23.8337,19.0103,661440.94,367456.47,-4.8234,False,1,Small,31,2,25,31,27.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,12.0,9,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2019,737,1718.75,-1.055474562925643,0.7733118082016684,-0.9143931855636558,0,1
Intuit Inc.,2019-07-26,2019-03-21,2019-03-21 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc. on July 26, 2019. The breach occurred on March 21, 2019, affecting a total of 20 individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,24149,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,1.6577,-6.4911,1.6165,-6.8168,True,10.93169740889589,0.0354264292408622,0.4759137769447048,1502.0,5335.0,127,0,1,23.8337,19.0103,661440.94,367456.47,-4.8234,False,1,Medium,31,2,25,31,27.0,1,0,1,0,0,0,1,0,0,0,0,0,6,3,24149.0,9,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2019,737,1718.75,-1.055474562925643,0.7733118082016684,-0.9143931855636558,0,1
Intuit Inc,2020-02-21,2019-09-20,2019-09-20 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc on February 21, 2020. The breach occurred on September 20, 2019, affecting a total of 10 individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,10,HACK,INTU,896878,7372,541511,intuit,15,2,2,2,False,Non-FCC,False,-0.8637,-6.4801,-0.8877,-6.5491,True,11.18650971317161,-0.0070030240331052,0.4033105204520134,994.0,6283.0,154,0,1,26.3383,20.937,538768.25,234784.51,-5.4013,True,1,Small,14,0,6,14,462.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,10.0,7,1,2,1,1,0,0,0,1,0.0,0.0,1.0,3.0,129.0,,,0,0,0,0,0,2019,737,1718.75,-1.3326618527630811,-0.4722602802049604,-0.43020078627906033,0,1
Intuit,2020-03-31,2020-03-31,2020-03-31 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit on March 31, 2020. Three residents were affected, with potentially compromised information including Social Security Numbers (SSN), account numbers, and driver's licenses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Account Number"""",""""Driver's License Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Driver's License Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,33,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,-0.0066,8.3937,-0.4064,8.3679,True,11.19881394412161,0.0358155499179227,0.4438143560662587,1696.0,6701.0,0,1,0,108.1971,60.8325,686700.5,345159.46,-47.3646,False,1,Small,22,1,5,21,350.0,1,0,1,0,1,0,1,0,0,0,0,0,9,1,33.0,10,1,3,1,9,0,0,0,1,1.0,1.0,1.0,5.0,1.0,,,0,0,0,0,0,2020,737,2000.0000000000005,-1.1780248713893333,0.7847349545533048,-0.981379912971319,0,1
Intuit Inc.,2020-05-13,2020-04-12,2020-04-12 00:00:00,"The Maine Attorney General's Office reported a data breach involving Intuit Inc. on May 13, 2020, which occurred on April 12, 2020. The breach affected 1 individual, compromising their driver's license number and financial account information. Identity theft protection services were offered for 1 year through Experian IdentityWorks Service, which includes identity theft restoration and continuous credit monitoring.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number or non-driver identification card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number or non-driver identification card number"""",""""Financial account number or credit or debit card number in combination with the security code, access code, password, or PIN for the account""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account number or credit or debit card number""""]}}}",BSO,35,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,3.7204,3.5103,3.7074,3.2739,True,11.19881394412161,0.0358155499179227,0.4438143560662587,1696.0,6701.0,31,0,1,112.9081,46.2682,675003.13,242542.24,-66.6399,False,1,Small,34,0,13,32,371.0,1,0,1,0,1,0,1,0,0,0,0,0,9,1,35.0,10,1,3,1,1,0,0,0,1,1.0,1.0,1.0,5.0,-11.0,,,0,0,0,0,0,2020,737,2000.0000000000005,-1.1780248713893333,0.7847349545533048,-0.981379912971319,0,1
Intuit Inc,2022-04-14,2022-02-06,2022-02-06 00:00:00,"The Indiana Office of the Attorney General reported that Intuit Inc experienced a data breach on February 6, 2022, affecting a total of 1 individual. The breach was reported on April 14, 2022.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,36,PHYS,INTU,896878,7372,541511,intuit,15,0,0,3,False,Non-FCC,False,-1.0675,-12.8883,-1.2654,-13.3583,True,11.96482933995815,0.0038018476979812,0.4071018514998289,2673.0,26303.0,67,0,1,35.3064,51.1722,605036.13,530701.76,15.8658,True,1,Small,15,0,1,5,870.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,36.0,7,1,2,1,3,0,0,0,1,1.0,1.0,1.0,5.0,-13.0,,,0,0,0,0,0,2022,737,1200.0000000000002,-1.3181871745077565,-0.15506914035795358,-0.5815590170749014,0,1
Intuit Inc.,2022-04-15,2022-04-15,2022-04-15 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Intuit Inc. on April 15, 2022. The breach affected 1 resident and involved the compromise of electronic records, specifically driver’s licenses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""DriversLicenses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,8480,PHYS,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,-1.5335,-1.5753,-1.6254,-3.3413,True,11.96482933995815,0.0038018476979812,0.4071018514998289,2673.0,26303.0,0,1,0,46.1176,66.5768,451625.89,629782.22,20.4591,False,1,Small,35,0,1,14,733.0,1,0,1,0,0,0,1,0,0,0,0,0,6,2,8480.0,8,1,2,1,0,0,0,0,0,1.0,1.0,1.0,3.0,19.0,,,0,0,0,0,0,2022,737,1200.0000000000002,-1.3181871745077565,-0.15506914035795358,-0.5815590170749014,0,1
Intuit Inc.,2023-09-15,2023-01-01,2023-07-26 00:00:00,"On September 15, 2023, the Maine Office of the Attorney General reported that Intuit Inc. experienced an account takeover (ATO) incident affecting one individual. The breach occurred between January 2, 2023, and July 26, 2023, resulting in unauthorized access to a TurboTax account, potentially exposing personal information, including driver's license numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address(es)"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial information (e.g., salary and deductions)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,12,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,-0.058,0.7101,-0.1836,-0.0578,True,11.697475536779,0.0014768321949418,0.4067934280967325,2597.0,27085.0,257,0,1,45.796,35.7888,921841.52,303279.29,-10.0072,False,1,Small,36,1,2,9,261.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,12.0,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,4.0,22.0,,,0,0,0,0,0,2023,737,2340.720221606648,-1.3193646843242113,-0.22332301101236052,-0.5480208366559254,0,1
Intuit Inc,2024-03-15,2023-06-04,2023-06-04 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Intuit Inc on March 15, 2024. The breach occurred on June 4, 2023, affecting a total of 4 individuals.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,134,HACK,INTU,896878,7372,541511,intuit,15,0,0,3,False,Non-FCC,False,2.4458,8.9628,2.2075,9.5101,True,11.73145466371574,0.0721620967463089,0.3917222779295322,6018.0,28921.0,285,0,1,40.1592,30.2376,1405137.26,425692.03,-9.9216,True,1,Small,16,0,1,3,483.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,134.0,7,1,2,1,0,0,0,0,0,0.0,1.0,1.0,6.0,-12.0,,,0,0,0,0,0,2023,737,2340.720221606648,-1.3769038564135492,1.851735369267089,-1.614319612840319,0,1
Intuit Inc.,2024-03-15,2023-12-01,2024-02-21 00:00:00,"On March 15, 2024, the Maine Office of the Attorney General reported a data breach involving Intuit Inc. The breach, which occurred between December 23, 2023, and February 21, 2024, involved unauthorized access to a TurboTax account, potentially compromising the individual's Social Security number. Affected individuals were provided with a 12-month membership to Experian IdentityWorks for identity theft protection.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address(es)"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial information (e.g., salary and deductions)""""]}}}",BSO,294,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,-0.6509,1.3426,-0.6602,1.2205,True,11.83962128024014,0.0084597023308059,0.4035383319292334,2978.0,28488.0,105,0,1,26.4513,16.9399,471222.17,671251.02,-9.5114,False,1,Small,37,1,2,8,334.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,294.0,9,1,3,1,1,0,0,0,1,0.0,1.0,1.0,5.0,-3.0,,,0,0,0,0,0,2023,737,2340.720221606648,-1.3317921060187208,-0.0183317262545863,-0.6567301898820672,0,1
Intuit Inc.,2024-11-08,2024-01-29,2024-02-20 00:00:00,"On November 8, 2024, the New Hampshire Department of Justice reported a potential data breach involving Intuit Inc., which may have affected one New Hampshire customer account through unauthorized access. The unauthorized access was believed to have occurred between January 29, 2024, and February 20, 2024, using legitimate log-in credentials obtained from non-Intuit sources. Intuit has notified the affected customer and offered one year of free identity protection and credit monitoring services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Username"""",""""Password"""",""""Information contained in a prior year’s tax return"""",""""Information contained in current tax return in progress""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,829,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,-0.6831,-2.0288,-0.7146,-2.4269,True,11.83962128024014,0.0084597023308059,0.4035383319292334,2978.0,28488.0,284,0,1,19.3518,25.1063,321994.05,296335.63,5.7545,False,1,Small,38,1,3,9,59.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,829.0,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,6.0,-7.0,,,0,0,0,0,0,2024,737,1111.111111111111,-1.3317921060187208,-0.0183317262545863,-0.6567301898820672,0,1
Intuit Inc,2024-12-20,2024-03-05,2024-03-05 00:00:00,"The Indiana Attorney General's Office reported a data breach involving Intuit Inc on December 20, 2024. The breach occurred on March 5, 2024, affecting a total of 1 individual.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,35,HACK,INTU,896878,7372,541511,intuit,15,0,0,1,False,Non-FCC,False,-1.5931,-5.8718,-1.7007,-5.8435,True,12.08270759013073,0.0118903260576664,0.4304769603880356,3386.0,29688.0,290,0,1,22.7348,25.5403,324711.01,523211.7,2.8056,True,1,Small,17,1,2,3,275.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,35.0,7,1,2,1,1,0,0,0,1,0.0,1.0,1.0,6.0,-12.0,,,0,0,0,0,0,2024,737,1111.111111111111,-1.2289448540475267,0.08237871968049536,-0.655661786864011,0,1
Intuit Inc.,2024-12-20,2024-12-20,2024-12-20 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported that Intuit Inc. experienced a data breach on December 20, 2024, affecting 1 resident. The information affected included Social Security Numbers (SSN), financial account information, and driver's licenses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial account information""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account information""""]}}}",BSO,40,HACK,INTU,896878,7372,541511,,0,0,0,0,False,Non-FCC,False,-1.6814,-1.6278,-1.6843,-1.6255,True,12.04917229223001,0.0059349862922905,0.4536197391016178,3283.0,33193.0,0,1,0,,,,,,False,1,Small,39,1,4,5,326.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,40.0,7,1,2,1,1,0,0,0,1,0.0,1.0,1.0,6.0,-29.0,,,0,0,0,0,0,2024,737,1111.111111111111,-1.1405895319750086,-0.09244806728829881,-0.5240707323433549,0,1
