key,value,source_file,source_field
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant A / stratum combined / pre_announced / recall,0.6316,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / n,80,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / agreement,0.8875,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / kappa,0.7289,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / reference positives,23,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / classifier positives,24,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / precision,0.7917,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / exec_departure / recall,0.8261,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=exec_departure; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / n,80,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / agreement,0.9500,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / kappa,0.4754,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / reference positives,3,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / classifier positives,5,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / precision,0.4000,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / ceo_departure / recall,0.6667,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / n,80,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / agreement,0.9500,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / kappa,0.8042,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / reference positives,13,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / classifier positives,11,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / precision,0.9091,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / director_only_departure / recall,0.7692,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=director_only_departure; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / n,80,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / agreement,0.8375,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / kappa,0.5192,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / reference positives,17,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / classifier positives,12,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / precision,0.7500,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant B / stratum combined / pre_announced / recall,0.5294,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=pre_announced; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / n,73,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / agreement,0.8904,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / kappa,0.7400,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / reference positives,21,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / classifier positives,23,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / precision,0.7826,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / exec_departure / recall,0.8571,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=exec_departure; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / n,73,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / agreement,0.9452,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / kappa,0.4729,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / reference positives,3,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / classifier positives,5,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / precision,0.4000,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / ceo_departure / recall,0.6667,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / n,73,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / agreement,0.9589,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / kappa,0.8192,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / reference positives,11,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / classifier positives,8,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / precision,1.0000,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / director_only_departure / recall,0.7273,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=director_only_departure; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / n,73,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / agreement,0.8356,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / kappa,0.5355,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / reference positives,16,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / classifier positives,12,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / precision,0.7500,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; precision
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant B / stratum combined / pre_announced / recall,0.5625,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=pre_announced; recall
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant A-S31blind / stratum combined / ceo_departure / n,79,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant A-S31blind / stratum combined / ceo_departure / agreement,0.9747,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant A-S31blind / stratum combined / ceo_departure / kappa,0.7865,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant A-S31blind / stratum combined / ceo_departure / reference positives,5,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset all 80 / variant A-S31blind / stratum combined / ceo_departure / classifier positives,5,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=all 80; stratum=combined; field=ceo_departure; clf_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant A-S31blind / stratum combined / ceo_departure / n,72,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; n
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant A-S31blind / stratum combined / ceo_departure / agreement,0.9861,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; agreement
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant A-S31blind / stratum combined / ceo_departure / kappa,0.8816,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; kappa
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant A-S31blind / stratum combined / ceo_departure / reference positives,4,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; ref_Y
validation / v3 round 1 / classifier v1 (d39bc6d) / subset excl. T-Mobile calibration 7 / variant A-S31blind / stratum combined / ceo_departure / classifier positives,5,d3_agreement.csv,round=v3 round 1; classifier=v1 (d39bc6d); subset=excl. T-Mobile calibration 7; stratum=combined; field=ceo_departure; clf_Y
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / n,29,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); n
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / agreement,0.9310,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); agreement
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / kappa,0.7129,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); kappa
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / reference positives,5,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); ref_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / classifier positives,3,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); clf_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / precision,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); precision
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / recall,0.6000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); recall
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / precision 95% CI (Clopper-Pearson),"[0.2924, 1.0]",d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); precision_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / exec departure (A: any) / recall 95% CI (Clopper-Pearson),"[0.1466, 0.9473]",d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (A: any); recall_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / n,29,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); n
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / agreement,0.8966,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); agreement
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / kappa,0.5140,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); kappa
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / reference positives,4,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); ref_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / classifier positives,3,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); clf_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / precision,0.6667,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); precision
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / recall,0.5000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); recall
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / precision 95% CI (Clopper-Pearson),"[0.0943, 0.9916]",d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); precision_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / exec departure (B: new only) / recall 95% CI (Clopper-Pearson),"[0.0676, 0.9324]",d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=exec departure (B: new only); recall_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / CEO departure (A: any) / n,30,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (A: any); n
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / CEO departure (A: any) / agreement,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (A: any); agreement
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / CEO departure (A: any) / reference positives,0,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (A: any); ref_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / CEO departure (A: any) / classifier positives,0,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (A: any); clf_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / CEO departure (A: any) / precision 95% CI (Clopper-Pearson),n/a (no clf positives),d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (A: any); precision_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant A (any departure) / stratum combined / CEO departure (A: any) / recall 95% CI (Clopper-Pearson),n/a (no ref positives),d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (A: any); recall_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / CEO departure (B: new only) / n,30,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (B: new only); n
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / CEO departure (B: new only) / agreement,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (B: new only); agreement
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / CEO departure (B: new only) / reference positives,0,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (B: new only); ref_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / CEO departure (B: new only) / classifier positives,0,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (B: new only); clf_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / CEO departure (B: new only) / precision 95% CI (Clopper-Pearson),n/a (no clf positives),d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (B: new only); precision_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant B (new only) / stratum combined / CEO departure (B: new only) / recall 95% CI (Clopper-Pearson),n/a (no ref positives),d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=CEO departure (B: new only); recall_ci95
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / n,30,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; n
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / agreement,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; agreement
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / kappa,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; kappa
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / reference positives,9,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; ref_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / classifier positives,9,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; clf_positives
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / precision,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; precision
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / recall,1.0000,d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; recall
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / precision 95% CI (Clopper-Pearson),"[0.6637, 1.0]",d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; precision_ci95
